Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor usado (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios
[JUL]_[N]_Card_Oferta ok,2026-07-29,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,47.69,3880,2440,28,170.321.429,Conversas por mensagem iniciadas,2,23.845,2026-07-29,2026-07-29
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-29,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,49.56,5416,3299,96,51.625,Conversas por mensagem iniciadas,15,3.304,2026-07-29,2026-07-29
[JUL]_[N]_Card_Oferta ok,2026-07-28,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,61.31,4705,2987,26,235.807.692,Conversas por mensagem iniciadas,3,2.043.666.667,2026-07-28,2026-07-28
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-28,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,66.94,6019,3852,107,62.560.748,Conversas por mensagem iniciadas,15,446.266.667,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-28,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,8.92,614,527,2,4.46,,,,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-28,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,9.15,487,449,1,9.15,,,,2026-07-28,2026-07-28
[JUL]_[N]_Vt_Condição ok,2026-07-28,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,15.78,793,646,8,1.9725,Conversas por mensagem iniciadas,2,7.89,2026-07-28,2026-07-28
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-27,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.47,525,483,1,7.47,Conversas por mensagem iniciadas,1,7.47,2026-07-27,2026-07-27
[JUL]_[N]_Vt_Condição ok,2026-07-27,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,25.12,732,604,3,837.333.333,,,,2026-07-27,2026-07-27
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-27,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,8.77,465,415,3,292.333.333,,,,2026-07-27,2026-07-27
[JUL]_[N]_Card_Oferta ok,2026-07-27,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,48.42,3754,2483,28,172.928.571,Conversas por mensagem iniciadas,2,24.21,2026-07-27,2026-07-27
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-27,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,43.14,3044,2068,60,719,Conversas por mensagem iniciadas,4,10.785,2026-07-27,2026-07-27
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-26,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,09.02,565,518,,,,,,2026-07-26,2026-07-26
[JUL]_[N]_Vt_Condição ok,2026-07-26,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,35.99,934,704,14,257.071.429,Conversas por mensagem iniciadas,2,17.995,2026-07-26,2026-07-26
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-26,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,10.82,466,436,1,10.82,,,,2026-07-26,2026-07-26
[JUL]_[N]_Card_Oferta ok,2026-07-26,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,92.02,6664,4385,44,209.136.364,Conversas por mensagem iniciadas,6,1.533.666.667,2026-07-26,2026-07-26
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-26,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,31.63,3023,2069,60,52.716.667,Conversas por mensagem iniciadas,4,7.9075,2026-07-26,2026-07-26
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-25,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,4.47,288,264,1,4.47,,,,2026-07-25,2026-07-25
[JUL]_[N]_Card_Oferta ok,2026-07-25,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,170.66,12218,7709,77,221.636.364,Conversas por mensagem iniciadas,3,5.688.666.667,2026-07-25,2026-07-25
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-25,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,33.97,2561,1796,47,72.276.596,Conversas por mensagem iniciadas,2,16.985,2026-07-25,2026-07-25
[JUL]_[N]_Vt_Condição ok,2026-07-25,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,08.08,386,323,5,1.616,Conversas por mensagem iniciadas,1,08.08,2026-07-25,2026-07-25
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-25,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,5.8,407,371,2,2.9,Conversas por mensagem iniciadas,1,5.8,2026-07-25,2026-07-25
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-24,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.72,499,464,,,,,,2026-07-24,2026-07-24
[JUL]_[N]_Vt_Condição ok,2026-07-24,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,17.09,334,281,4,4.2725,Conversas por mensagem iniciadas,1,17.09,2026-07-24,2026-07-24
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-24,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,6.36,395,379,2,3.18,,,,2026-07-24,2026-07-24
[JUL]_[N]_Card_Oferta ok,2026-07-24,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,118.78,9809,6586,81,146.641.975,Conversas por mensagem iniciadas,6,1.979.666.667,2026-07-24,2026-07-24
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-24,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,39.2,2817,1957,57,6.877.193,Conversas por mensagem iniciadas,1,39.2,2026-07-24,2026-07-24
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-23,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,9.32,549,490,2,4.66,Conversas por mensagem iniciadas,1,9.32,2026-07-23,2026-07-23
[JUL]_[N]_Vt_Condição ok,2026-07-23,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,25.89,292,221,12,2.1575,Conversas por mensagem iniciadas,1,25.89,2026-07-23,2026-07-23
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-23,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,9.4,452,419,,,,,,2026-07-23,2026-07-23
[JUL]_[N]_Card_Oferta ok,2026-07-23,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,0.15,21,16,,,,,,2026-07-23,2026-07-23
[JUL]_[SN]_Card_Condição ok,2026-07-23,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,0.02,1,1,1,0.02,Conversas por mensagem iniciadas,1,0.02,2026-07-23,2026-07-23
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-23,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,36.26,2641,1753,44,82.409.091,Conversas por mensagem iniciadas,3,1.208.666.667,2026-07-23,2026-07-23
[JUL]_[N]_Card_Oferta ok,2026-07-22,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,75.19,6199,4028,34,221.147.059,Conversas por mensagem iniciadas,1,75.19,2026-07-22,2026-07-22
[JUL]_[SN]_Card_Condição ok,2026-07-22,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,20.2,2493,1922,9,224.444.444,Conversas por mensagem iniciadas,1,20.2,2026-07-22,2026-07-22
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-22,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,41.96,2858,1865,49,85.632.653,Conversas por mensagem iniciadas,3,1.398.666.667,2026-07-22,2026-07-22
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-22,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,13.34,746,713,2,6.67,,,,2026-07-22,2026-07-22
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-22,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,11.74,773,699,1,11.74,Conversas por mensagem iniciadas,1,11.74,2026-07-22,2026-07-22
[JUL]_[N]_Vt_Condição ok,2026-07-22,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,36.56,369,280,11,332.363.636,Conversas por mensagem iniciadas,3,1.218.666.667,2026-07-22,2026-07-22
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-21,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,15.86,833,791,1,15.86,,,,2026-07-21,2026-07-21
[JUL]_[N]_Vt_Condição ok,2026-07-21,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,45.75,1168,1010,12,3.8125,,,,2026-07-21,2026-07-21
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-21,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,16.08,1060,1010,2,08.04,,,,2026-07-21,2026-07-21
[JUL]_[N]_Card_Oferta ok,2026-07-21,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,133.58,12385,7304,93,143.634.409,Conversas por mensagem iniciadas,6,2.226.333.333,2026-07-21,2026-07-21
[JUL]_[SN]_Card_Condição ok,2026-07-21,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,41.29,4031,2960,31,133.193.548,Conversas por mensagem iniciadas,1,41.29,2026-07-21,2026-07-21
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-21,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,57.19,3779,2288,59,96.932.203,Conversas por mensagem iniciadas,4,142.975,2026-07-21,2026-07-21
[JUL]_[N]_Card_Oferta ok,2026-07-20,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,120.99,14816,9263,101,119.792.079,Conversas por mensagem iniciadas,4,302.475,2026-07-20,2026-07-20
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-20,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,41.67,4081,2738,67,6.219.403,Conversas por mensagem iniciadas,6,6.945,2026-07-20,2026-07-20
[JUL]_[SN]_Card_Condição ok,2026-07-20,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,41.35,2381,1753,12,344.583.333,Conversas por mensagem iniciadas,1,41.35,2026-07-20,2026-07-20
[JUL]_[N]_Vt_Condição ok,2026-07-20,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,47.21,1861,1606,19,248.473.684,Conversas por mensagem iniciadas,3,1.573.666.667,2026-07-20,2026-07-20
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-20,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,12.41,1271,1154,4,3.1025,Conversas por mensagem iniciadas,1,12.41,2026-07-20,2026-07-20
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-20,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,11.62,1173,1056,4,2.905,Conversas por mensagem iniciadas,1,11.62,2026-07-20,2026-07-20
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-19,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.93,743,686,,,,,,2026-07-19,2026-07-19
[JUL]_[N]_Vt_Condição ok,2026-07-19,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,29.02,1287,1096,11,263.818.182,Conversas por mensagem iniciadas,1,29.02,2026-07-19,2026-07-19
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-19,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.89,818,786,2,3.945,Conversas por mensagem iniciadas,1,7.89,2026-07-19,2026-07-19
[JUL]_[N]_Card_Oferta ok,2026-07-19,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,73.97,9845,6427,56,132.089.286,Conversas por mensagem iniciadas,4,184.925,2026-07-19,2026-07-19
[JUL]_[SN]_Card_Condição ok,2026-07-19,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,18.08,1192,866,11,164.363.636,Conversas por mensagem iniciadas,2,09.04,2026-07-19,2026-07-19
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-19,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,29.46,3480,2383,59,49.932.203,,,,2026-07-19,2026-07-19
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-18,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,1.75,163,155,1,1.75,Conversas por mensagem iniciadas,1,1.75,2026-07-18,2026-07-18
[JUL]_[N]_Vt_Condição ok,2026-07-18,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,9.56,299,237,2,4.78,,,,2026-07-18,2026-07-18
[JUL]_[N]_Card_Oferta ok,2026-07-18,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,42.72,3931,2598,19,224.842.105,Conversas por mensagem iniciadas,2,21.36,2026-07-18,2026-07-18
[JUL]_[SN]_Card_Condição ok,2026-07-18,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,9.16,551,441,1,9.16,,,,2026-07-18,2026-07-18
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-18,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,16.46,1613,1145,23,71.565.217,Conversas por mensagem iniciadas,2,8.23,2026-07-18,2026-07-18
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-18,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,3.41,216,206,,,,,,2026-07-18,2026-07-18
[JUL]_[SN]_Card_Condição ok,2026-07-17,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,19.21,1046,767,8,240.125,,,,2026-07-17,2026-07-17
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-17,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,10.08,711,653,2,05.04,,,,2026-07-17,2026-07-17
[JUL]_[N]_Vt_Condição ok,2026-07-17,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,18.41,593,441,6,306.833.333,Conversas por mensagem iniciadas,1,18.41,2026-07-17,2026-07-17
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-17,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,8.91,640,605,1,8.91,,,,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta ok,2026-07-17,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,80.32,8986,5788,52,154.461.538,Conversas por mensagem iniciadas,4,20.08,2026-07-17,2026-07-17
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-17,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,36.91,3443,2262,59,62.559.322,Conversas por mensagem iniciadas,4,9.2275,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta ok,2026-07-16,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,123.21,15618,8828,107,115.149.533,,,,2026-07-16,2026-07-16
[JUL]_[SN]_Card_Condição ok,2026-07-16,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,38.34,1260,1059,13,294.923.077,Conversas por mensagem iniciadas,5,7.668,2026-07-16,2026-07-16
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-16,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,53.38,4338,2791,63,84.730.159,Conversas por mensagem iniciadas,8,6.6725,2026-07-16,2026-07-16
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-16,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,13.31,1140,1078,1,13.31,,,,2026-07-16,2026-07-16
[JUL]_[N]_Vt_Condição ok,2026-07-16,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,35.43,1363,1088,14,253.071.429,,,,2026-07-16,2026-07-16
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-16,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,12.02,1085,939,4,3.005,Conversas por mensagem iniciadas,1,12.02,2026-07-16,2026-07-16
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-15,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,62.77,5508,3625,64,98.078.125,Conversas por mensagem iniciadas,4,156.925,2026-07-15,2026-07-15
[JUL]_[N]_Card_Oferta ok,2026-07-15,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,162.78,18983,11043,113,144.053.097,Conversas por mensagem iniciadas,7,2.325.428.571,2026-07-15,2026-07-15
[JUL]_[SN]_Card_Condição ok,2026-07-15,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,48.89,3410,2523,23,212.565.217,Conversas por mensagem iniciadas,2,24.445,2026-07-15,2026-07-15
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-15,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,14.72,1504,1275,11,133.818.182,Conversas por mensagem iniciadas,1,14.72,2026-07-15,2026-07-15
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-15,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,17.33,2195,2081,4,4.3325,Conversas por mensagem iniciadas,1,17.33,2026-07-15,2026-07-15
[JUL]_[N]_Vt_Condição ok,2026-07-15,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,42.79,2827,2268,21,203.761.905,Conversas por mensagem iniciadas,2,21.395,2026-07-15,2026-07-15
[JUL]_[N]_Vídeo_Transit [permanente],2026-07-14,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,4.35,426,396,3,1.45,,,,2026-07-14,2026-07-14
[JUL]_[N]_Vt_Condição ok,2026-07-14,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,44.47,2871,2344,5,8.894,Conversas por mensagem iniciadas,2,22.235,2026-07-14,2026-07-14
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-14,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,12.72,1913,1808,3,4.24,,,,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta ok,2026-07-14,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,126.05,17332,11242,95,132.684.211,Conversas por mensagem iniciadas,2,63.025,2026-07-14,2026-07-14
[JUL]_[SN]_Card_Condição ok,2026-07-14,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,41.59,3666,2936,18,231.055.556,Conversas por mensagem iniciadas,1,41.59,2026-07-14,2026-07-14
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-14,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,49.77,5209,3536,72,69.125,Conversas por mensagem iniciadas,5,9.954,2026-07-14,2026-07-14
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-13,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,36.03,2875,1784,52,69.288.462,Conversas por mensagem iniciadas,2,18.015,2026-07-13,2026-07-13
[JUL]_[N]_Vt_Condição ok,2026-07-13,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,6.39,564,494,4,1.5975,,,,2026-07-13,2026-07-13
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-13,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,7.75,706,672,,,,,,2026-07-13,2026-07-13
[JUL]_[N]_Card_Oferta ok,2026-07-13,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,91.99,14267,8632,110,83.627.273,Conversas por mensagem iniciadas,1,91.99,2026-07-13,2026-07-13
[JUL]_[SN]_Card_Condição ok,2026-07-13,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,34.85,2304,1931,18,193.611.111,,,,2026-07-13,2026-07-13
[JUL]_[SN]_Card_Condição ok,2026-07-12,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,17.87,2027,1539,9,198.555.556,Conversas por mensagem iniciadas,1,17.87,2026-07-12,2026-07-12
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-12,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,24.63,2608,1661,50,4.926,,,,2026-07-12,2026-07-12
[JUL]_[N]_Card_Oferta ok,2026-07-12,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,72.93,11613,6416,60,1.2155,Conversas por mensagem iniciadas,2,36.465,2026-07-12,2026-07-12
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-12,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,6.57,687,625,2,3.285,,,,2026-07-12,2026-07-12
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-11,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,9.68,1133,1029,,,,,,2026-07-11,2026-07-11
[JUL]_[N]_Card_Oferta ok,2026-07-11,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,89.16,14687,8349,127,70.204.724,Conversas por mensagem iniciadas,3,29.72,2026-07-11,2026-07-11
[JUL]_[SN]_Card_Condição ok,2026-07-11,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,14.75,945,736,5,2.95,Conversas por mensagem iniciadas,2,7.375,2026-07-11,2026-07-11
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-11,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,25.38,2526,1639,39,65.076.923,Conversas por mensagem iniciadas,3,8.46,2026-07-11,2026-07-11
[JUL]_[SN]_Card_Condição ok,2026-07-10,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,21.31,497,344,4,5.3275,,,,2026-07-10,2026-07-10
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-10,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,13.14,683,628,4,3.285,Conversas por mensagem iniciadas,1,13.14,2026-07-10,2026-07-10
[JUL]_[N]_Card_Oferta ok,2026-07-10,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,70.89,6461,3687,52,136.326.923,Conversas por mensagem iniciadas,3,23.63,2026-07-10,2026-07-10
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-10,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,31.89,2068,1218,49,65.081.633,Conversas por mensagem iniciadas,4,7.9725,2026-07-10,2026-07-10
[JUN]_[SN]_Vídeo_Oferta,2026-07-10,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,13.37,521,434,3,445.666.667,Conversas por mensagem iniciadas,2,6.685,2026-07-10,2026-07-10
[JUL]_[SN]_Card_Condição ok,2026-07-09,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,21.6,738,538,2,10.8,Conversas por mensagem iniciadas,2,10.8,2026-07-09,2026-07-09
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-09,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,34.96,2573,1643,53,65.962.264,Conversas por mensagem iniciadas,5,6.992,2026-07-09,2026-07-09
[JUN]_[SN]_Vídeo_Oferta,2026-07-09,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,41.32,2304,1684,4,10.33,Conversas por mensagem iniciadas,1,41.32,2026-07-09,2026-07-09
[JUL]_[N]_Card_Oferta ok,2026-07-09,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,25.52,2206,1380,18,141.777.778,Conversas por mensagem iniciadas,1,25.52,2026-07-09,2026-07-09
[JUL]_[N]_Vídeo_Oferta Individual ok,2026-07-09,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,0.41,33,33,,,,,,2026-07-09,2026-07-09
[JUN]_[SN]_Vídeo_Oferta,2026-07-08,inactive,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,43.75,2302,1840,4,10.9375,Conversas por mensagem iniciadas,1,43.75,2026-07-08,2026-07-08
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-08,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,47.19,3797,2426,56,84.267.857,Conversas por mensagem iniciadas,6,7.865,2026-07-08,2026-07-08
[JUL]_[SN]_Card_Condição ok,2026-07-08,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,35.36,1548,1059,10,3.536,Conversas por mensagem iniciadas,2,17.68,2026-07-08,2026-07-08
[JUL]_[N]_Card_Oferta ok,2026-07-08,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,36.73,3493,2128,30,122.433.333,Conversas por mensagem iniciadas,2,18.365,2026-07-08,2026-07-08
[JUL]_[N]_Card_Oferta ok,2026-07-07,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,36.85,3396,2318,16,2.303.125,Conversas por mensagem iniciadas,1,36.85,2026-07-07,2026-07-07
[JUL]_[SN]_Card_Condição ok,2026-07-07,completed,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,49.08,1804,1209,13,377.538.462,Conversas por mensagem iniciadas,4,12.27,2026-07-07,2026-07-07
[JUL]_[SN]_Carrossel_Oferta ok,2026-07-07,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,64.7,4651,2714,83,77.951.807,Conversas por mensagem iniciadas,7,924.285.714,2026-07-07,2026-07-07
[JUL]_[N]_Card_Oferta ok,2026-07-06,active,campaign,AUTOPLUS [FORD] JOAÇABA,865012117311456,36.83,4704,3098,19,193.842.105,Conversas por mensagem iniciadas,1,36.83,2026-07-06,2026-07-06
