Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios,Resultados (iniciais)
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-17,active,campaign,AutoShow Lages [Chevrolet],444965579796662,14.3,737,643,3,476.666.667,Conversas por mensagem iniciadas,2,7.15,2026-07-17,2026-07-17,
[JUL]_[N]_Card_Oferta,2026-07-17,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,45.41,3367,2297,46,98.717.391,Conversas por mensagem iniciadas,3,1.513.666.667,2026-07-17,2026-07-17,
[JUL]_[N]_Vídeo_Oferta S10,2026-07-17,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,34.25,1415,1018,8,428.125,Conversas por mensagem iniciadas,2,17.125,2026-07-17,2026-07-17,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-17,active,campaign,AutoShow Lages [Chevrolet],444965579796662,20.4,1853,1240,27,75.555.556,Conversas por mensagem iniciadas,1,20.4,2026-07-17,2026-07-17,
[JUL]_[N]_Card_Oferta,2026-07-16,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,53.1,3896,2597,46,115.434.783,Conversas por mensagem iniciadas,6,8.85,2026-07-16,2026-07-16,
[JUL]_[N]_Vídeo_Oferta S10,2026-07-16,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,41.07,1663,1169,8,513.375,Conversas por mensagem iniciadas,4,10.2675,2026-07-16,2026-07-16,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-16,active,campaign,AutoShow Lages [Chevrolet],444965579796662,15.92,920,760,6,265.333.333,Conversas por mensagem iniciadas,3,530.666.667,2026-07-16,2026-07-16,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-16,active,campaign,AutoShow Lages [Chevrolet],444965579796662,25.59,2021,1258,33,77.545.455,Conversas por mensagem iniciadas,6,4.265,2026-07-16,2026-07-16,
[JUL]_[N]_Card_Oferta,2026-07-15,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,73.81,5341,3601,60,123.016.667,Conversas por mensagem iniciadas,7,1.054.428.571,2026-07-15,2026-07-15,
[JUL]_[N]_Vídeo_Oferta S10,2026-07-15,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,40.12,1609,1238,10,4.012,Conversas por mensagem iniciadas,3,1.337.333.333,2026-07-15,2026-07-15,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-15,active,campaign,AutoShow Lages [Chevrolet],444965579796662,24.5,1060,901,10,2.45,Conversas por mensagem iniciadas,6,408.333.333,2026-07-15,2026-07-15,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-15,active,campaign,AutoShow Lages [Chevrolet],444965579796662,37.06,2721,1765,61,60.754.098,Conversas por mensagem iniciadas,7,529.428.571,2026-07-15,2026-07-15,
[JUL]_[N]_Card_Oferta,2026-07-14,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,77.24,3855,2438,41,188.390.244,Conversas por mensagem iniciadas,5,15.448,2026-07-14,2026-07-14,
[JUL]_[N]_Vídeo_Oferta S10,2026-07-14,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,27.27,1148,840,10,2.727,Conversas por mensagem iniciadas,1,27.27,2026-07-14,2026-07-14,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-14,active,campaign,AutoShow Lages [Chevrolet],444965579796662,29.98,1320,1119,6,499.666.667,Conversas por mensagem iniciadas,3,999.333.333,2026-07-14,2026-07-14,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-14,active,campaign,AutoShow Lages [Chevrolet],444965579796662,42.28,2428,1382,57,74.175.439,Conversas por mensagem iniciadas,3,1.409.333.333,2026-07-14,2026-07-14,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-13,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,14.18,1016,823,10,1.418,,,,2026-07-13,2026-07-13,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-13,active,campaign,AutoShow Lages [Chevrolet],444965579796662,33.93,1413,838,24,141.375,Conversas por mensagem iniciadas,4,8.4825,2026-07-13,2026-07-13,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-13,active,campaign,AutoShow Lages [Chevrolet],444965579796662,21.18,795,628,5,4.236,Conversas por mensagem iniciadas,2,10.59,2026-07-13,2026-07-13,
[JUL]_[N]_Card_Oferta,2026-07-13,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,43.37,1718,1046,17,255.117.647,Conversas por mensagem iniciadas,6,722.833.333,2026-07-13,2026-07-13,
[JUL]_[N]_Vídeo_Oferta S10,2026-07-13,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,17.15,818,607,4,4.2875,,,,2026-07-13,2026-07-13,
[JUL]_[N]_Vídeo_Oferta S10,2026-07-12,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,20.71,1022,749,12,172.583.333,Conversas por mensagem iniciadas,2,10.355,2026-07-12,2026-07-12,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-12,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,93,6230,4316,37,251.351.351,Conversas por mensagem iniciadas,3,31,2026-07-12,2026-07-12,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-12,active,campaign,AutoShow Lages [Chevrolet],444965579796662,19.18,979,801,5,3.836,Conversas por mensagem iniciadas,2,9.59,2026-07-12,2026-07-12,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-12,active,campaign,AutoShow Lages [Chevrolet],444965579796662,30.61,2126,1416,42,72.880.952,Conversas por mensagem iniciadas,2,15.305,2026-07-12,2026-07-12,
[JUL]_[N]_Vídeo_Oferta S10,2026-07-11,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,15.23,754,569,8,190.375,Conversas por mensagem iniciadas,2,7.615,2026-07-11,2026-07-11,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-11,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,91.29,7739,5566,49,186.306.122,Conversas por mensagem iniciadas,5,18.258,2026-07-11,2026-07-11,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-11,active,campaign,AutoShow Lages [Chevrolet],444965579796662,18.31,865,706,11,166.454.545,Conversas por mensagem iniciadas,8,228.875,2026-07-11,2026-07-11,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-11,active,campaign,AutoShow Lages [Chevrolet],444965579796662,20.04,1880,1245,35,57.257.143,Conversas por mensagem iniciadas,2,10.02,2026-07-11,2026-07-11,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-10,active,campaign,AutoShow Lages [Chevrolet],444965579796662,15.51,646,580,5,3.102,Conversas por mensagem iniciadas,3,5.17,2026-07-10,2026-07-10,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-10,active,campaign,AutoShow Lages [Chevrolet],444965579796662,25.96,1664,1046,41,63.317.073,Conversas por mensagem iniciadas,2,12.98,2026-07-10,2026-07-10,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-10,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,73.88,5349,3464,27,27.362.963,Conversas por mensagem iniciadas,1,73.88,2026-07-10,2026-07-10,
[JUL]_[N]_Vídeo_Oferta S10,2026-07-10,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,9.75,446,321,7,139.285.714,Conversas por mensagem iniciadas,5,1.95,2026-07-10,2026-07-10,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-09,active,campaign,AutoShow Lages [Chevrolet],444965579796662,27.27,1790,1196,38,71.763.158,Conversas por mensagem iniciadas,4,6.8175,2026-07-09,2026-07-09,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-09,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,56.06,4435,3172,36,155.722.222,Conversas por mensagem iniciadas,4,14.015,2026-07-09,2026-07-09,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-09,active,campaign,AutoShow Lages [Chevrolet],444965579796662,8.43,341,284,5,1.686,Conversas por mensagem iniciadas,1,8.43,2026-07-09,2026-07-09,
[JUL]_[N]_Card_Consórcio Day [Edição Copa],2026-07-08,completed,campaign,AutoShow Lages [Chevrolet],444965579796662,14.7,1399,1220,15,0.98,,,,2026-07-08,2026-07-08,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-08,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,66.63,4476,3159,35,190.371.429,Conversas por mensagem iniciadas,4,166.575,2026-07-08,2026-07-08,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-08,active,campaign,AutoShow Lages [Chevrolet],444965579796662,13.46,546,473,4,3.365,Conversas por mensagem iniciadas,2,6.73,2026-07-08,2026-07-08,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-08,active,campaign,AutoShow Lages [Chevrolet],444965579796662,31.64,1816,1155,32,98.875,Conversas por mensagem iniciadas,2,15.82,2026-07-08,2026-07-08,
[JUL]_[N]_Card_Consórcio Day [Edição Copa],2026-07-07,completed,campaign,AutoShow Lages [Chevrolet],444965579796662,26.78,2942,2353,15,178.533.333,Conversas por mensagem iniciadas,2,13.39,2026-07-07,2026-07-07,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-07,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,78.34,5078,3612,26,301.307.692,Conversas por mensagem iniciadas,2,39.17,2026-07-07,2026-07-07,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-07,active,campaign,AutoShow Lages [Chevrolet],444965579796662,17.97,733,604,5,3.594,Conversas por mensagem iniciadas,2,8.985,2026-07-07,2026-07-07,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-07,active,campaign,AutoShow Lages [Chevrolet],444965579796662,40.28,2504,1610,53,0.76,Conversas por mensagem iniciadas,5,8.056,2026-07-07,2026-07-07,
[JUL]_[N]_Card_Consórcio Day [Edição Copa],2026-07-06,completed,campaign,AutoShow Lages [Chevrolet],444965579796662,28.03,2251,1652,16,1.751.875,Conversas por mensagem iniciadas,1,28.03,2026-07-06,2026-07-06,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-06,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,72.28,4173,2705,23,31.426.087,Conversas por mensagem iniciadas,1,72.28,2026-07-06,2026-07-06,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-06,active,campaign,AutoShow Lages [Chevrolet],444965579796662,15.19,501,428,6,253.166.667,Conversas por mensagem iniciadas,6,253.166.667,2026-07-06,2026-07-06,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-06,active,campaign,AutoShow Lages [Chevrolet],444965579796662,34.83,1646,955,25,1.3932,Conversas por mensagem iniciadas,5,6.966,2026-07-06,2026-07-06,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-05,active,campaign,AutoShow Lages [Chevrolet],444965579796662,11.41,473,407,4,2.8525,Conversas por mensagem iniciadas,3,380.333.333,2026-07-05,2026-07-05,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-05,active,campaign,AutoShow Lages [Chevrolet],444965579796662,29.54,2601,1535,39,7.574.359,,,,2026-07-05,2026-07-05,
[JUL]_[N]_Card_Consórcio Day [Edição Copa],2026-07-05,completed,campaign,AutoShow Lages [Chevrolet],444965579796662,30.49,2332,1815,12,254.083.333,Conversas por mensagem iniciadas,1,30.49,2026-07-05,2026-07-05,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-05,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,46.64,3615,2369,24,194.333.333,,,,2026-07-05,2026-07-05,
[JUL]_[N]_Card_Consórcio Day [Edição Copa],2026-07-04,completed,campaign,AutoShow Lages [Chevrolet],444965579796662,24.78,2520,2004,10,2.478,Conversas por mensagem iniciadas,2,12.39,2026-07-04,2026-07-04,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-04,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,56.87,3339,2211,32,17.771.875,Conversas por mensagem iniciadas,2,28.435,2026-07-04,2026-07-04,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-04,active,campaign,AutoShow Lages [Chevrolet],444965579796662,10.73,502,423,2,5.365,Conversas por mensagem iniciadas,2,5.365,2026-07-04,2026-07-04,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-04,active,campaign,AutoShow Lages [Chevrolet],444965579796662,18.18,1538,951,32,568.125,Conversas por mensagem iniciadas,1,18.18,2026-07-04,2026-07-04,
[JUL]_[N]_Card_Consórcio Day [Edição Copa],2026-07-03,completed,campaign,AutoShow Lages [Chevrolet],444965579796662,6.4,647,579,2,3.2,,,,2026-07-03,2026-07-03,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-03,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,58.59,3218,1982,23,25.473.913,Conversas por mensagem iniciadas,2,29.295,2026-07-03,2026-07-03,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-03,active,campaign,AutoShow Lages [Chevrolet],444965579796662,14.27,515,413,8,178.375,Conversas por mensagem iniciadas,5,2.854,2026-07-03,2026-07-03,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-03,active,campaign,AutoShow Lages [Chevrolet],444965579796662,20.78,1742,1043,44,47.227.273,Conversas por mensagem iniciadas,5,4.156,2026-07-03,2026-07-03,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-02,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,62.45,5062,3678,28,223.035.714,Conversas por mensagem iniciadas,7,892.142.857,2026-07-02,2026-07-02,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-02,active,campaign,AutoShow Lages [Chevrolet],444965579796662,6.69,357,315,3,2.23,Conversas por mensagem iniciadas,2,3.345,2026-07-02,2026-07-02,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-02,active,campaign,AutoShow Lages [Chevrolet],444965579796662,28.36,1860,1168,26,109.076.923,Conversas por mensagem iniciadas,4,07.09,2026-07-02,2026-07-02,
[JUN]_[N]_Card_Oferta[Onix-é-Hexa],2026-07-01,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,9.51,549,350,5,1.902,,,,2026-07-01,2026-07-01,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-01,active,campaign,AutoShow Lages [Chevrolet],444965579796662,08.05,355,300,2,4.025,,,,2026-07-01,2026-07-01,
[JUN]_[N]_Card_Oferta_Sonic,2026-07-01,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,6.85,591,575,3,228.333.333,,,,2026-07-01,2026-07-01,
[JUL]_[N]_Card_Oferta [Chance única][E: 13.07],2026-07-01,inactive,campaign,AutoShow Lages [Chevrolet],444965579796662,18.99,1412,910,7,271.285.714,Conversas por mensagem iniciadas,1,18.99,2026-07-01,2026-07-01,
[JUN]_[SN]_Carrossel_Ofertas,2026-07-01,active,campaign,AutoShow Lages [Chevrolet],444965579796662,35.91,2058,1236,32,11.221.875,Conversas por mensagem iniciadas,2,17.955,2026-07-01,2026-07-01,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-31,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,23.47,1148,660,4,5.8675,Conversas por mensagem iniciadas,2,11.735,2026-07-31,2026-07-31,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-31,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,35.59,2081,1394,60,59.316.667,Conversas por mensagem iniciadas,4,8.8975,2026-07-31,2026-07-31,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-30,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,21.91,984,584,6,365.166.667,,,,2026-07-30,2026-07-30,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-30,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,37.68,2555,1652,58,64.965.517,Conversas por mensagem iniciadas,2,18.84,2026-07-30,2026-07-30,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-29,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,26.18,1284,724,7,3.74,Conversas por mensagem iniciadas,1,26.18,2026-07-29,2026-07-29,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-29,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,45.69,3391,2396,72,63.458.333,Conversas por mensagem iniciadas,4,11.4225,2026-07-29,2026-07-29,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-28,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,42.18,1729,953,11,383.454.545,Conversas por mensagem iniciadas,2,21.09,2026-07-28,2026-07-28,
[JUL]_[N]_Card_Oferta_FeirãoTurbo_Canoinhas,2026-07-28,completed,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-28,2026-07-28,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-28,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,51.47,3554,2318,87,5.916.092,Conversas por mensagem iniciadas,9,571.888.889,2026-07-28,2026-07-28,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-27,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,12.15,427,326,6,2.025,Conversas por mensagem iniciadas,1,12.15,2026-07-27,2026-07-27,
[JUL]_[N]_Card_Oferta,2026-07-27,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,5.57,346,271,7,79.571.429,Conversas por mensagem iniciadas,2,2.785,2026-07-27,2026-07-27,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-27,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,1.49,89,73,2,745,,,,2026-07-27,2026-07-27,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-27,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,36.38,2362,1813,66,55.121.212,Conversas por mensagem iniciadas,1,36.38,2026-07-27,2026-07-27,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-26,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,18.28,1050,840,4,4.57,Conversas por mensagem iniciadas,1,18.28,2026-07-26,2026-07-26,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-26,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,51.32,4055,2873,74,69.351.351,Conversas por mensagem iniciadas,3,1.710.666.667,2026-07-26,2026-07-26,
[JUL]_[N]_Card_Oferta_FeirãoTurbo_Canoinhas,2026-07-26,completed,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,38.76,2410,1779,9,430.666.667,,,,2026-07-26,2026-07-26,
[JUL]_[N]_Card_Oferta,2026-07-26,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,50.24,4119,2859,28,179.428.571,Conversas por mensagem iniciadas,5,10.048,2026-07-26,2026-07-26,
[JUL]_[N]_Card_Oferta_FeirãoTurbo_Canoinhas,2026-07-25,completed,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,55.36,3197,2033,14,395.428.571,Conversas por mensagem iniciadas,2,27.68,2026-07-25,2026-07-25,
[JUL]_[N]_Card_Oferta,2026-07-25,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,50.06,3895,2615,19,263.473.684,Conversas por mensagem iniciadas,1,50.06,2026-07-25,2026-07-25,
[JUL]_[N]_Vídeo_Oferta,2026-07-25,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,8.81,363,326,15,58.733.333,,,,2026-07-25,2026-07-25,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-25,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,17.34,1124,903,6,2.89,,,,2026-07-25,2026-07-25,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-25,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,22.98,1829,1360,33,69.636.364,Conversas por mensagem iniciadas,3,7.66,2026-07-25,2026-07-25,
[JUL]_[N]_Card_Oferta_FeirãoTurbo_Canoinhas,2026-07-24,completed,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,58.37,3220,2058,12,486.416.667,Conversas por mensagem iniciadas,2,29.185,2026-07-24,2026-07-24,
[JUL]_[N]_Card_Oferta,2026-07-24,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,60.83,4674,2975,28,2.1725,Conversas por mensagem iniciadas,3,2.027.666.667,2026-07-24,2026-07-24,
[JUL]_[N]_Vídeo_Oferta,2026-07-24,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,17.24,536,419,19,90.736.842,,,,2026-07-24,2026-07-24,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-24,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,16.31,1455,1157,9,181.222.222,Conversas por mensagem iniciadas,1,16.31,2026-07-24,2026-07-24,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-24,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,32.62,1798,1240,49,66.571.429,Conversas por mensagem iniciadas,4,8.155,2026-07-24,2026-07-24,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-23,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,14.91,1068,867,2,7.455,Conversas por mensagem iniciadas,1,14.91,2026-07-23,2026-07-23,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-23,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,37.7,2195,1610,57,66.140.351,Conversas por mensagem iniciadas,3,1.256.666.667,2026-07-23,2026-07-23,
[JUL]_[N]_Card_Oferta,2026-07-23,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,51.83,3580,2387,20,2.5915,Conversas por mensagem iniciadas,3,1.727.666.667,2026-07-23,2026-07-23,
[JUL]_[N]_Vídeo_Oferta,2026-07-23,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,17.3,473,371,20,865,,,,2026-07-23,2026-07-23,
[JUL]_[N]_Card_Oferta_FeirãoTurbo_Canoinhas,2026-07-23,completed,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,56,2721,1702,20,2.8,Conversas por mensagem iniciadas,2,28,2026-07-23,2026-07-23,
[JUL]_[N]_Card_Oferta_FeirãoTurbo_Canoinhas,2026-07-22,completed,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,41.64,2080,1324,20,2.082,Conversas por mensagem iniciadas,3,13.88,2026-07-22,2026-07-22,
[JUL]_[N]_Card_Oferta,2026-07-22,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,61.86,4708,2939,29,213.310.345,Conversas por mensagem iniciadas,4,15.465,2026-07-22,2026-07-22,
[JUL]_[N]_Vídeo_Oferta,2026-07-22,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,20.11,484,340,19,105.842.105,,,,2026-07-22,2026-07-22,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-22,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,21.03,1135,835,8,262.875,Conversas por mensagem iniciadas,1,21.03,2026-07-22,2026-07-22,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-22,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,40.14,2576,1887,54,74.333.333,Conversas por mensagem iniciadas,5,8.028,2026-07-22,2026-07-22,
[JUL]_[N]_Card_Oferta,2026-07-21,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,70.41,5810,3603,36,195.583.333,Conversas por mensagem iniciadas,2,35.205,2026-07-21,2026-07-21,
[JUL]_[N]_Vídeo_Oferta,2026-07-21,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,30.03,856,639,47,63.893.617,,,,2026-07-21,2026-07-21,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-21,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,26.6,1405,1121,9,295.555.556,Conversas por mensagem iniciadas,3,886.666.667,2026-07-21,2026-07-21,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-21,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,51.79,3432,2440,85,60.929.412,Conversas por mensagem iniciadas,1,51.79,2026-07-21,2026-07-21,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-20,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,52.34,2510,1820,93,5.627.957,Conversas por mensagem iniciadas,6,872.333.333,2026-07-20,2026-07-20,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-20,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,23.18,1988,1541,4,5.795,Conversas por mensagem iniciadas,1,23.18,2026-07-20,2026-07-20,
[JUL]_[N]_Vídeo_Oferta,2026-07-20,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,29.71,1102,792,31,9.583.871,,,,2026-07-20,2026-07-20,
[JUL]_[N]_Card_Oferta,2026-07-20,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,65.35,5702,3540,34,192.205.882,Conversas por mensagem iniciadas,1,65.35,2026-07-20,2026-07-20,
[JUL]_[N]_Card_Oferta,2026-07-19,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,59.36,6112,3857,34,174.588.235,Conversas por mensagem iniciadas,2,29.68,2026-07-19,2026-07-19,
[JUL]_[N]_Vídeo_Oferta,2026-07-19,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,35.97,1666,1108,35,102.771.429,,,,2026-07-19,2026-07-19,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-19,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,20.5,2169,1552,7,292.857.143,Conversas por mensagem iniciadas,2,10.25,2026-07-19,2026-07-19,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-19,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,42.43,2656,1888,72,58.930.556,Conversas por mensagem iniciadas,3,1.414.333.333,2026-07-19,2026-07-19,
[JUL]_[N]_Card_Oferta,2026-07-18,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,38.89,3037,2073,17,228.764.706,Conversas por mensagem iniciadas,4,9.7225,2026-07-18,2026-07-18,
[JUL]_[N]_Vídeo_Oferta,2026-07-18,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,25.07,947,690,33,75.969.697,,,,2026-07-18,2026-07-18,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-18,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,13.66,1189,925,4,3.415,Conversas por mensagem iniciadas,3,455.333.333,2026-07-18,2026-07-18,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-18,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,21.52,1532,1232,41,52.487.805,Conversas por mensagem iniciadas,1,21.52,2026-07-18,2026-07-18,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-17,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,30.04,1848,1420,47,63.914.894,Conversas por mensagem iniciadas,2,15.02,2026-07-17,2026-07-17,
[JUL]_[N]_Card_Oferta,2026-07-17,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,54.55,5629,3520,41,13.304.878,Conversas por mensagem iniciadas,2,27.275,2026-07-17,2026-07-17,
