Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios,Resultados (iniciais)
[JUL]_[N]_Vídeo_Oferta,2026-07-17,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,26.61,849,625,42,63.357.143,,,,2026-07-17,2026-07-17,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-17,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-17,2026-07-17,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-17,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,14.36,1231,1013,3,478.666.667,Conversas por mensagem iniciadas,1,14.36,2026-07-17,2026-07-17,
[JUL]_[N]_Card_Oferta,2026-07-16,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,58.46,7122,4064,35,167.028.571,Conversas por mensagem iniciadas,1,58.46,2026-07-16,2026-07-16,
[JUL]_[N]_Vídeo_Oferta,2026-07-16,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,35.8,1132,789,70,51.142.857,,,,2026-07-16,2026-07-16,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-16,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-16,2026-07-16,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-16,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,16.09,1248,974,2,8.045,,,,2026-07-16,2026-07-16,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-16,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,36.31,2617,1994,75,48.413.333,Conversas por mensagem iniciadas,4,9.0775,2026-07-16,2026-07-16,
[JUL]_[N]_Card_Oferta,2026-07-15,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,70.26,9322,5180,66,106.454.545,Conversas por mensagem iniciadas,3,23.42,2026-07-15,2026-07-15,
[JUL]_[N]_Vídeo_Oferta,2026-07-15,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,43.48,1285,914,61,71.278.689,,,,2026-07-15,2026-07-15,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-15,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,23.18,1378,1086,4,5.795,,,,2026-07-15,2026-07-15,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-15,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,42.66,3060,2287,67,63.671.642,Conversas por mensagem iniciadas,3,14.22,2026-07-15,2026-07-15,
[JUL]_[N]_Card_Oferta,2026-07-14,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,69.99,6024,3460,33,212.090.909,Conversas por mensagem iniciadas,2,34.995,2026-07-14,2026-07-14,
[JUL]_[N]_Vídeo_Oferta,2026-07-14,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,33.14,969,707,38,87.210.526,,,,2026-07-14,2026-07-14,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-14,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,28.05,1780,1516,2,14.025,Conversas por mensagem iniciadas,1,28.05,2026-07-14,2026-07-14,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-14,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,53.2,4937,3511,114,46.666.667,Conversas por mensagem iniciadas,6,886.666.667,2026-07-14,2026-07-14,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-13,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,24.04,1187,825,4,06.01,Conversas por mensagem iniciadas,1,24.04,2026-07-13,2026-07-13,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-13,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,54.11,3545,2607,85,63.658.824,Conversas por mensagem iniciadas,6,901.833.333,2026-07-13,2026-07-13,
[JUL]_[N]_Card_Oferta,2026-07-13,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,39.38,3007,1586,14,281.285.714,Conversas por mensagem iniciadas,1,39.38,2026-07-13,2026-07-13,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-13,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,8.72,744,557,7,124.571.429,Conversas por mensagem iniciadas,1,8.72,2026-07-13,2026-07-13,
[JUL]_[N]_Vídeo_Oferta,2026-07-13,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,34.89,1647,1212,52,67.096.154,,,,2026-07-13,2026-07-13,
[JUL]_[N]_Vídeo_Oferta,2026-07-12,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,10.69,496,402,17,62.882.353,,,,2026-07-12,2026-07-12,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-12,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,61.46,4857,3296,27,22.762.963,Conversas por mensagem iniciadas,3,2.048.666.667,2026-07-12,2026-07-12,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-12,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,20.61,1400,1083,2,10.305,Conversas por mensagem iniciadas,1,20.61,2026-07-12,2026-07-12,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-12,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,42.14,3264,2360,87,48.436.782,Conversas por mensagem iniciadas,6,702.333.333,2026-07-12,2026-07-12,
[JUL]_[N]_Vídeo_Oferta,2026-07-11,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,16.99,995,709,21,80.904.762,,,,2026-07-11,2026-07-11,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-11,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,42.26,5316,3662,23,18.373.913,Conversas por mensagem iniciadas,1,42.26,2026-07-11,2026-07-11,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-11,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,12.32,1427,1078,4,03.08,,,,2026-07-11,2026-07-11,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-11,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,21.36,1417,1100,39,54.769.231,Conversas por mensagem iniciadas,1,21.36,2026-07-11,2026-07-11,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-10,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,14.57,720,544,3,485.666.667,Conversas por mensagem iniciadas,2,7.285,2026-07-10,2026-07-10,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-10,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,34.69,2366,1637,55,63.072.727,Conversas por mensagem iniciadas,4,8.6725,2026-07-10,2026-07-10,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-10,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,44.83,3884,2457,27,166.037.037,Conversas por mensagem iniciadas,2,22.415,2026-07-10,2026-07-10,
[JUL]_[N]_Vídeo_Oferta,2026-07-10,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,7.64,437,347,6,127.333.333,,,,2026-07-10,2026-07-10,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-09,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,53.66,6142,4161,30,178.866.667,Conversas por mensagem iniciadas,1,53.66,2026-07-09,2026-07-09,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-09,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,19.43,1285,988,3,647.666.667,Conversas por mensagem iniciadas,1,19.43,2026-07-09,2026-07-09,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-09,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,40.05,2890,2200,61,65.655.738,Conversas por mensagem iniciadas,6,6.675,2026-07-09,2026-07-09,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-08,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,67.91,6963,4673,36,188.638.889,Conversas por mensagem iniciadas,1,67.91,2026-07-08,2026-07-08,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-08,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,21.89,1186,904,2,10.945,Conversas por mensagem iniciadas,1,21.89,2026-07-08,2026-07-08,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-08,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,47.35,3143,2254,68,69.632.353,Conversas por mensagem iniciadas,2,23.675,2026-07-08,2026-07-08,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-07,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,82.42,5608,3569,29,284.206.897,Conversas por mensagem iniciadas,2,41.21,2026-07-07,2026-07-07,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-07,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,28.2,1555,1122,10,2.82,Conversas por mensagem iniciadas,3,9.4,2026-07-07,2026-07-07,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-07,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,49.29,2950,2066,76,64.855.263,Conversas por mensagem iniciadas,7,704.142.857,2026-07-07,2026-07-07,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-06,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,44.17,2711,1825,64,69.015.625,Conversas por mensagem iniciadas,1,44.17,2026-07-06,2026-07-06,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-06,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,25.14,1758,1157,2,12.57,,,,2026-07-06,2026-07-06,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-06,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,80.88,6570,4103,30,2.696,Conversas por mensagem iniciadas,4,20.22,2026-07-06,2026-07-06,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-05,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,47.82,6291,4393,36,132.833.333,Conversas por mensagem iniciadas,3,15.94,2026-07-05,2026-07-05,
[JUN]_[N]_Card_Chance Única - 06/2026,2026-07-05,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-05,2026-07-05,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-05,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,18.34,1418,1018,3,611.333.333,,,,2026-07-05,2026-07-05,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-05,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,43.03,3390,2320,49,87.816.327,Conversas por mensagem iniciadas,2,21.515,2026-07-05,2026-07-05,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-04,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,65.35,5989,4051,37,176.621.622,Conversas por mensagem iniciadas,5,13.07,2026-07-04,2026-07-04,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-04,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,23.42,1679,1159,8,2.9275,,,,2026-07-04,2026-07-04,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-04,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,19.24,1449,1114,39,49.333.333,Conversas por mensagem iniciadas,1,19.24,2026-07-04,2026-07-04,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-03,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,52.05,4098,2577,14,371.785.714,Conversas por mensagem iniciadas,2,26.025,2026-07-03,2026-07-03,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-03,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,21.01,1163,831,3,700.333.333,Conversas por mensagem iniciadas,1,21.01,2026-07-03,2026-07-03,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-03,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,32.25,2542,1753,55,58.636.364,Conversas por mensagem iniciadas,3,10.75,2026-07-03,2026-07-03,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-02,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,12.18,732,581,2,06.09,Conversas por mensagem iniciadas,2,06.09,2026-07-02,2026-07-02,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-02,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,38.52,3635,2604,70,55.028.571,Conversas por mensagem iniciadas,5,7.704,2026-07-02,2026-07-02,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-02,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,57.45,4226,2547,22,261.136.364,Conversas por mensagem iniciadas,2,28.725,2026-07-02,2026-07-02,
[JUN]_[N]_Card_Chance Única - 06/2026,2026-07-01,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,7.17,901,843,6,1.195,,,,2026-07-01,2026-07-01,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-01,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,12.58,760,571,2,6.29,,,,2026-07-01,2026-07-01,
[JUL]_[N]_Card_Oferta [Chance única] [E:1307],2026-07-01,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,21.27,1464,1021,6,3.545,Conversas por mensagem iniciadas,2,10.635,2026-07-01,2026-07-01,
[JUN]_[SN]_Carrossel_Oferta retomar,2026-07-01,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,43.46,4869,3315,86,50.534.884,Conversas por mensagem iniciadas,3,1.448.666.667,2026-07-01,2026-07-01,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-31,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,19.43,1290,861,8,242.875,,,,2026-07-31,2026-07-31,
[JUN]_[SN]_Carrossel_Oferta,2026-07-31,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,17.04,1124,763,15,1.136,Conversas por mensagem iniciadas,2,8.52,2026-07-31,2026-07-31,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-30,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,20.17,1053,764,8,252.125,,,,2026-07-30,2026-07-30,
[JUN]_[SN]_Carrossel_Oferta,2026-07-30,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,17.27,1668,1063,16,1.079.375,Conversas por mensagem iniciadas,2,8.635,2026-07-30,2026-07-30,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-29,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,31.65,4243,3749,20,1.5825,Conversas por mensagem iniciadas,3,10.55,2026-07-29,2026-07-29,
[JUN]_[SN]_Carrossel_Oferta,2026-07-29,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,25.94,2544,1543,29,89.448.276,,,,2026-07-29,2026-07-29,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-28,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,44.39,2325,1320,11,403.545.455,Conversas por mensagem iniciadas,3,1.479.666.667,2026-07-28,2026-07-28,
[JUN]_[SN]_Carrossel_Oferta,2026-07-28,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,29.43,2774,1634,34,86.558.824,Conversas por mensagem iniciadas,1,29.43,2026-07-28,2026-07-28,
[JUL]_[N]_Card_Oferta — Feirão Prorrogado,2026-07-27,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,10.16,552,415,4,2.54,Conversas por mensagem iniciadas,2,05.08,2026-07-27,2026-07-27,
[JUN]_[SN]_Carrossel_Oferta,2026-07-27,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,15.06,1640,1073,20,753,Conversas por mensagem iniciadas,2,7.53,2026-07-27,2026-07-27,
[JUL]_[N]_Card_Oferta,2026-07-27,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,06.05,249,218,3,201.666.667,,,,2026-07-27,2026-07-27,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-27,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,04.05,142,134,,,,,,2026-07-27,2026-07-27,
[JUL]_[N]_Card_Oferta,2026-07-26,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,52.4,4889,3512,29,180.689.655,Conversas por mensagem iniciadas,1,52.4,2026-07-26,2026-07-26,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-26,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,53.98,2619,2082,5,10.796,Conversas por mensagem iniciadas,2,26.99,2026-07-26,2026-07-26,
[JUN]_[SN]_Carrossel_Oferta,2026-07-26,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,17.12,2511,1578,30,57.066.667,,,,2026-07-26,2026-07-26,
[JUL]_[N]_Card_Oferta_FeirãoTurbo,2026-07-26,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,16.52,2092,1558,11,150.181.818,Conversas por mensagem iniciadas,1,16.52,2026-07-26,2026-07-26,
[JUL]_[N]_Card_Oferta_FeirãoTurbo,2026-07-25,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,20.97,2047,1444,14,149.785.714,,,,2026-07-25,2026-07-25,
[JUN]_[SN]_Carrossel_Oferta,2026-07-25,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,13.16,1258,814,16,8.225,Conversas por mensagem iniciadas,2,6.58,2026-07-25,2026-07-25,
[JUL]_[N]_Card_Oferta,2026-07-25,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,49.64,4280,3057,31,160.129.032,Conversas por mensagem iniciadas,4,12.41,2026-07-25,2026-07-25,
[JUL]_[N]_Vídeo_Oferta,2026-07-25,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,10.47,603,508,2,5.235,,,,2026-07-25,2026-07-25,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-25,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,52.85,3113,2546,6,880.833.333,Conversas por mensagem iniciadas,3,1.761.666.667,2026-07-25,2026-07-25,
[JUL]_[N]_Card_Oferta_FeirãoTurbo,2026-07-24,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,25.03,2380,1541,25,1.2012,Conversas por mensagem iniciadas,1,25.03,2026-07-24,2026-07-24,
[JUN]_[SN]_Carrossel_Oferta,2026-07-24,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,18.96,1793,1069,27,70.222.222,Conversas por mensagem iniciadas,2,9.48,2026-07-24,2026-07-24,
[JUL]_[N]_Card_Oferta,2026-07-24,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,57.36,4924,3401,33,173.818.182,Conversas por mensagem iniciadas,2,28.68,2026-07-24,2026-07-24,
[JUL]_[N]_Vídeo_Oferta,2026-07-24,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,19.68,1077,884,1,19.68,,,,2026-07-24,2026-07-24,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-24,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,56.95,3572,2738,11,517.727.273,Conversas por mensagem iniciadas,5,11.39,2026-07-24,2026-07-24,
[JUL]_[N]_Vídeo_Oferta,2026-07-23,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,17.03,869,678,4,4.2575,Conversas por mensagem iniciadas,1,17.03,2026-07-23,2026-07-23,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-23,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,55.43,3212,2514,11,503.909.091,Conversas por mensagem iniciadas,6,923.833.333,2026-07-23,2026-07-23,
[JUL]_[N]_Card_Oferta_FeirãoTurbo,2026-07-23,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,28.31,2306,1357,13,217.769.231,Conversas por mensagem iniciadas,2,14.155,2026-07-23,2026-07-23,
[JUL]_[N]_Card_Oferta,2026-07-23,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,56.13,4929,3352,36,155.916.667,Conversas por mensagem iniciadas,2,28.065,2026-07-23,2026-07-23,
[JUN]_[SN]_Carrossel_Oferta,2026-07-23,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,17.59,2163,1345,24,73.291.667,Conversas por mensagem iniciadas,3,586.333.333,2026-07-23,2026-07-23,
[JUL]_[N]_Card_Oferta_FeirãoTurbo,2026-07-22,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,9.99,505,360,6,1.665,,,,2026-07-22,2026-07-22,
[JUN]_[SN]_Carrossel_Oferta,2026-07-22,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,20.76,2508,1438,39,53.230.769,Conversas por mensagem iniciadas,3,6.92,2026-07-22,2026-07-22,
[JUL]_[N]_Card_Oferta,2026-07-22,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,63.41,5967,4196,47,134.914.894,Conversas por mensagem iniciadas,3,2.113.666.667,2026-07-22,2026-07-22,
[JUL]_[N]_Vídeo_Oferta,2026-07-22,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,21.98,1233,963,2,10.99,,,,2026-07-22,2026-07-22,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-22,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,59.61,3318,2533,11,541.909.091,Conversas por mensagem iniciadas,10,5.961,2026-07-22,2026-07-22,
[JUN]_[SN]_Carrossel_Oferta,2026-07-21,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,27.45,2298,1345,39,70.384.615,Conversas por mensagem iniciadas,3,9.15,2026-07-21,2026-07-21,
[JUL]_[N]_Card_Oferta,2026-07-21,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,75.09,6471,4379,36,208.583.333,Conversas por mensagem iniciadas,3,25.03,2026-07-21,2026-07-21,
[JUL]_[N]_Vídeo_Oferta,2026-07-21,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,23.81,1249,926,1,23.81,,,,2026-07-21,2026-07-21,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-21,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,66.38,3141,2448,12,553.166.667,Conversas por mensagem iniciadas,7,948.285.714,2026-07-21,2026-07-21,
[JUL]_[N]_Vídeo_Oferta,2026-07-20,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,33.51,1876,1444,3,11.17,Conversas por mensagem iniciadas,1,33.51,2026-07-20,2026-07-20,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-20,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,63.19,3619,2861,6,1.053.166.667,Conversas por mensagem iniciadas,1,63.19,2026-07-20,2026-07-20,
[JUN]_[SN]_Carrossel_Oferta,2026-07-20,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,6.68,556,418,8,835,Conversas por mensagem iniciadas,1,6.68,2026-07-20,2026-07-20,
[JUL]_[N]_Card_Oferta,2026-07-20,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,61.77,6163,4409,40,154.425,Conversas por mensagem iniciadas,5,12.354,2026-07-20,2026-07-20,
[JUL]_[N]_Card_Oferta,2026-07-19,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,56.49,6714,4741,39,144.846.154,Conversas por mensagem iniciadas,1,56.49,2026-07-19,2026-07-19,
[JUL]_[N]_Vídeo_Oferta,2026-07-19,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,38.74,3052,2181,12,322.833.333,,,,2026-07-19,2026-07-19,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-19,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,65.49,5778,4429,19,344.684.211,Conversas por mensagem iniciadas,3,21.83,2026-07-19,2026-07-19,
[JUL]_[N]_Card_Oferta,2026-07-18,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,32.31,2820,1929,22,146.863.636,Conversas por mensagem iniciadas,3,10.77,2026-07-18,2026-07-18,
[JUL]_[N]_Vídeo_Oferta,2026-07-18,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,30.05,1933,1366,10,3.005,Conversas por mensagem iniciadas,3,1.001.666.667,2026-07-18,2026-07-18,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-18,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,39.64,2921,2322,7,566.285.714,Conversas por mensagem iniciadas,3,1.321.333.333,2026-07-18,2026-07-18,
[JUL]_[N]_Card_Oferta,2026-07-17,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,47.59,5428,3653,24,198.291.667,Conversas por mensagem iniciadas,1,47.59,2026-07-17,2026-07-17,
[JUL]_[N]_Vídeo_Oferta,2026-07-17,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,32.99,1954,1434,15,219.933.333,Conversas por mensagem iniciadas,4,8.2475,2026-07-17,2026-07-17,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-17,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,47.77,3285,2674,17,2.81,Conversas por mensagem iniciadas,5,9.554,2026-07-17,2026-07-17,
[JUL]_[N]_Card_Oferta,2026-07-16,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,50.79,7269,4657,45,112.866.667,Conversas por mensagem iniciadas,2,25.395,2026-07-16,2026-07-16,
[JUL]_[N]_Vídeo_Oferta,2026-07-16,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,38.56,2550,1784,13,296.615.385,,,,2026-07-16,2026-07-16,
[JUL]_[N]_Card_Oferta [Chance única][E:1307],2026-07-16,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-16,2026-07-16,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-16,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,54.3,4367,3442,14,387.857.143,Conversas por mensagem iniciadas,2,27.15,2026-07-16,2026-07-16,
[JUL]_[N]_Card_Oferta,2026-07-15,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,72.33,8625,5385,48,1.506.875,Conversas por mensagem iniciadas,5,14.466,2026-07-15,2026-07-15,
[JUL]_[N]_Vídeo_Oferta,2026-07-15,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,47.88,2962,2081,20,2.394,Conversas por mensagem iniciadas,3,15.96,2026-07-15,2026-07-15,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-07-15,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,76.82,5649,4394,16,480.125,Conversas por mensagem iniciadas,6,1.280.333.333,2026-07-15,2026-07-15,
[JUL]_[N]_Card_Oferta,2026-07-14,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,80.71,7383,4655,46,175.456.522,Conversas por mensagem iniciadas,5,16.142,2026-07-14,2026-07-14,
