Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios,Resultados (iniciais)
[AGO]_[N]_Card_Oferta - R/T/M,2026-08-08,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,12.93,1404,980,7,1.84714286,Conversas por mensagem iniciadas,1,12.93,2026-08-08,2026-08-08,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-08,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,4.09,341,310,1,4.09,,,,2026-08-08,2026-08-08,
[JUL]_[SN]_Carrossel_Oferta - Estoque,2026-08-08,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,29.65,2815,1732,58,0.5112069,Conversas por mensagem iniciadas,2,14.825,2026-08-08,2026-08-08,
[AGO]_[SN]_Card_Condição - Lote,2026-08-07,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,16.04,805,585,5,3.208,Conversas por mensagem iniciadas,1,16.04,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta - R/T/M,2026-08-07,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,15.56,1281,786,10,1.556,Conversas por mensagem iniciadas,4,3.89,2026-08-07,2026-08-07,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-07,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,8.72,522,446,9,0.96888889,Conversas por mensagem iniciadas,2,4.36,2026-08-07,2026-08-07,
[JUL]_[SN]_Carrossel_Oferta - Estoque,2026-08-07,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,30.26,2897,1739,35,0.86457143,Conversas por mensagem iniciadas,3,10.08666667,2026-08-07,2026-08-07,
[JUL]_[SN]_Carrossel_Oferta - Estoque,2026-08-06,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,38.61,3456,2153,52,0.7425,Conversas por mensagem iniciadas,5,7.722,2026-08-06,2026-08-06,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-06,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,10.78,603,546,7,1.54,,,,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta - R/T/M,2026-08-06,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,23.43,2290,1595,22,1.065,Conversas por mensagem iniciadas,4,5.8575,2026-08-06,2026-08-06,
[AGO]_[SN]_Card_Condição - Lote,2026-08-06,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,25.04,1336,1038,11,2.27636364,Conversas por mensagem iniciadas,1,25.04,2026-08-06,2026-08-06,
[AGO]_[SN]_Card_Condição - Lote,2026-08-05,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,10.42,651,527,6,1.73666667,Conversas por mensagem iniciadas,2,5.21,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - R/T/M,2026-08-05,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,18.41,1639,1312,15,1.22733333,,,,2026-08-05,2026-08-05,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-05,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,10.5,572,507,4,2.625,Conversas por mensagem iniciadas,1,10.5,2026-08-05,2026-08-05,
[JUL]_[N]_Card_Oferta,2026-08-05,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,31.53,2563,1833,11,2.86636364,Conversas por mensagem iniciadas,3,10.51,2026-08-05,2026-08-05,
[JUL]_[SN]_Carrossel_Oferta - Estoque,2026-08-05,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,43.48,4257,2611,45,0.96622222,Conversas por mensagem iniciadas,3,14.49333333,2026-08-05,2026-08-05,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-04,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,13.22,574,513,9,1.46888889,,,,2026-08-04,2026-08-04,
[JUL]_[N]_Card_Oferta,2026-08-04,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,117.9,9244,6255,77,1.53116883,Conversas por mensagem iniciadas,10,11.79,2026-08-04,2026-08-04,
[JUL]_[SN]_Carrossel_Oferta - Estoque,2026-08-04,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,43.07,4160,2761,54,0.79759259,Conversas por mensagem iniciadas,9,4.78555556,2026-08-04,2026-08-04,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-03,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,10.26,627,575,4,2.565,,,,2026-08-03,2026-08-03,
[JUL]_[N]_Card_Oferta,2026-08-03,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,96.66,8286,5408,53,1.82377358,Conversas por mensagem iniciadas,8,12.0825,2026-08-03,2026-08-03,
[JUL]_[SN]_Carrossel_Oferta - Estoque,2026-08-03,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,46.46,4323,2693,57,0.81508772,,,,2026-08-03,2026-08-03,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-02,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,13.7,988,909,2,6.85,,,,2026-08-02,2026-08-02,
[JUL]_[N]_Card_Oferta,2026-08-02,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,114.29,11107,6984,103,1.10961165,Conversas por mensagem iniciadas,9,12.69888889,2026-08-02,2026-08-02,
[JUL]_[SN]_Carrossel_Oferta - Estoque,2026-08-02,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,48.43,5994,3733,105,0.4612381,Conversas por mensagem iniciadas,7,6.91857143,2026-08-02,2026-08-02,
[JUL]_[N]_Vt_Condição,2026-08-01,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-08-01,2026-08-01,
[JUL]_[N]_Card_Oferta,2026-08-01,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,72.17,6107,3891,53,1.36169811,Conversas por mensagem iniciadas,4,18.0425,2026-08-01,2026-08-01,
[AGO]_[N]_Vídeo_Transit [17.08],2026-08-01,inactive,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,3.91,417,381,1,3.91,,,,2026-08-01,2026-08-01,
[JUL]_[SN]_Carrossel_Oferta - Estoque,2026-08-01,active,campaign,AUTOPLUS [FORD] CAÇADOR,596131121400908,40.32,4424,2969,72,0.56,Conversas por mensagem iniciadas,3,13.44,2026-08-01,2026-08-01,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-31,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,32.05,1506,1114,17,1.88529412,Conversas por mensagem iniciadas,1,32.05,2026-08-31,2026-08-31,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-31,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,12.97,428,350,9,1.44111111,Conversas por mensagem iniciadas,3,4.32333333,2026-08-31,2026-08-31,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-31,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,13.58,947,792,13,1.04461538,,,,2026-08-31,2026-08-31,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-31,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,43.52,4370,2928,68,0.64,Conversas por mensagem iniciadas,2,21.76,2026-08-31,2026-08-31,
[AGO]_[SN]_Card_Condição - Lote,2026-08-31,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.08,1938,1571,17,1.24,,,,2026-08-31,2026-08-31,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-31,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,62.72,5614,3800,53,1.18339623,Conversas por mensagem iniciadas,3,20.90666667,2026-08-31,2026-08-31,
[AGO]_[SN]_Card_Condição - Lote,2026-08-30,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.98,1832,1470,16,1.37375,Conversas por mensagem iniciadas,1,21.98,2026-08-30,2026-08-30,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-30,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,76.36,6822,4778,60,1.27266667,Conversas por mensagem iniciadas,5,15.272,2026-08-30,2026-08-30,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-30,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,50.49,5454,3647,83,0.60831325,Conversas por mensagem iniciadas,7,7.21285714,2026-08-30,2026-08-30,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-30,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,11.68,1006,817,13,0.89846154,Conversas por mensagem iniciadas,1,11.68,2026-08-30,2026-08-30,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-30,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,25.59,733,576,24,1.06625,Conversas por mensagem iniciadas,1,25.59,2026-08-30,2026-08-30,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-30,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,46.03,2052,1462,12,3.83583333,Conversas por mensagem iniciadas,4,11.5075,2026-08-30,2026-08-30,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-29,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,29.35,1242,953,14,2.09642857,Conversas por mensagem iniciadas,1,29.35,2026-08-29,2026-08-29,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-29,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,10.28,314,246,6,1.71333333,Conversas por mensagem iniciadas,3,3.42666667,2026-08-29,2026-08-29,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-29,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,5.07,439,313,5,1.014,,,,2026-08-29,2026-08-29,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-29,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,29.88,3029,2180,37,0.80756757,Conversas por mensagem iniciadas,3,9.96,2026-08-29,2026-08-29,
[AGO]_[SN]_Card_Condição - Lote,2026-08-29,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,14.1,1066,832,9,1.56666667,,,,2026-08-29,2026-08-29,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-29,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.3,3960,2813,39,1.16153846,Conversas por mensagem iniciadas,2,22.65,2026-08-29,2026-08-29,
[AGO]_[SN]_Card_Condição - Lote,2026-08-28,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,14.91,1055,883,11,1.35545455,,,,2026-08-28,2026-08-28,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-28,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.88,3392,2357,30,1.52933333,Conversas por mensagem iniciadas,5,9.176,2026-08-28,2026-08-28,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-28,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,30.8,2416,1643,47,0.65531915,Conversas por mensagem iniciadas,2,15.4,2026-08-28,2026-08-28,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-28,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,6.39,534,443,10,0.639,Conversas por mensagem iniciadas,1,6.39,2026-08-28,2026-08-28,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-28,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,13.1,384,288,10,1.31,Conversas por mensagem iniciadas,1,13.1,2026-08-28,2026-08-28,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-28,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,30.1,1127,814,8,3.7625,Conversas por mensagem iniciadas,3,10.03333333,2026-08-28,2026-08-28,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-27,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,37.06,1605,1131,11,3.36909091,Conversas por mensagem iniciadas,3,12.35333333,2026-08-27,2026-08-27,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-27,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,18.42,454,337,9,2.04666667,Conversas por mensagem iniciadas,3,6.14,2026-08-27,2026-08-27,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-27,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,8.47,656,506,5,1.694,,,,2026-08-27,2026-08-27,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-27,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,34.52,2811,1942,57,0.60561404,Conversas por mensagem iniciadas,1,34.52,2026-08-27,2026-08-27,
[AGO]_[SN]_Card_Condição - Lote,2026-08-27,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,18.13,1029,760,10,1.813,Conversas por mensagem iniciadas,3,6.04333333,2026-08-27,2026-08-27,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-27,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,56.78,4601,3189,38,1.49421053,Conversas por mensagem iniciadas,4,14.195,2026-08-27,2026-08-27,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-26,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,42.24,3464,2298,67,0.63044776,Conversas por mensagem iniciadas,4,10.56,2026-08-26,2026-08-26,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-26,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,64.78,5856,4110,57,1.13649123,Conversas por mensagem iniciadas,3,21.59333333,2026-08-26,2026-08-26,
[AGO]_[SN]_Card_Condição - Lote,2026-08-26,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,20.47,1419,1071,10,2.047,,,,2026-08-26,2026-08-26,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-26,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,11.95,880,685,18,0.66388889,Conversas por mensagem iniciadas,3,3.98333333,2026-08-26,2026-08-26,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-26,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,23.46,554,417,12,1.955,Conversas por mensagem iniciadas,4,5.865,2026-08-26,2026-08-26,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-26,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,47.89,2196,1507,18,2.66055556,Conversas por mensagem iniciadas,3,15.96333333,2026-08-26,2026-08-26,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-25,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,56.4,2810,2061,22,2.56363636,Conversas por mensagem iniciadas,2,28.2,2026-08-25,2026-08-25,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-25,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,27.47,717,544,17,1.61588235,Conversas por mensagem iniciadas,1,27.47,2026-08-25,2026-08-25,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,13.02,1090,855,14,0.93,Conversas por mensagem iniciadas,2,6.51,2026-08-25,2026-08-25,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,48.18,4362,2849,75,0.6424,Conversas por mensagem iniciadas,3,16.06,2026-08-25,2026-08-25,
[AGO]_[SN]_Card_Condição - Lote,2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.45,1281,1013,19,1.12894737,Conversas por mensagem iniciadas,6,3.575,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-25,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,75.98,6305,4472,48,1.58291667,Conversas por mensagem iniciadas,6,12.66333333,2026-08-25,2026-08-25,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,43.71,3531,2470,43,1.01651163,Conversas por mensagem iniciadas,1,43.71,2026-08-24,2026-08-24,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,56.57,5144,3833,37,1.52891892,Conversas por mensagem iniciadas,2,28.285,2026-08-24,2026-08-24,
[AGO]_[SN]_Card_Condição - Lote,2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,22.64,773,643,6,3.77333333,Conversas por mensagem iniciadas,1,22.64,2026-08-24,2026-08-24,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-24,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,33.37,1533,1196,18,1.85388889,Conversas por mensagem iniciadas,3,11.12333333,2026-08-24,2026-08-24,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-24,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,10.71,686,547,12,0.8925,Conversas por mensagem iniciadas,3,3.57,2026-08-24,2026-08-24,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-24,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,19.91,854,740,9,2.21222222,Conversas por mensagem iniciadas,2,9.955,2026-08-24,2026-08-24,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-23,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.79,1709,1245,18,2.54388889,Conversas por mensagem iniciadas,2,22.895,2026-08-23,2026-08-23,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-23,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,27.26,801,668,16,1.70375,Conversas por mensagem iniciadas,1,27.26,2026-08-23,2026-08-23,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,14.08,1018,785,9,1.56444444,Conversas por mensagem iniciadas,1,14.08,2026-08-23,2026-08-23,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,50.63,3921,2596,59,0.85813559,Conversas por mensagem iniciadas,5,10.126,2026-08-23,2026-08-23,
[AGO]_[SN]_Card_Condição - Lote,2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,28.24,905,695,7,4.03428571,Conversas por mensagem iniciadas,1,28.24,2026-08-23,2026-08-23,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-23,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,74.64,5812,4024,50,1.4928,Conversas por mensagem iniciadas,4,18.66,2026-08-23,2026-08-23,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-22,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,33.5,1318,951,18,1.86111111,Conversas por mensagem iniciadas,2,16.75,2026-08-22,2026-08-22,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-22,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,9.33,465,398,4,2.3325,,,,2026-08-22,2026-08-22,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,5.68,478,402,7,0.81142857,Conversas por mensagem iniciadas,2,2.84,2026-08-22,2026-08-22,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,34.88,2987,2115,31,1.12516129,Conversas por mensagem iniciadas,6,5.81333333,2026-08-22,2026-08-22,
[AGO]_[SN]_Card_Condição - Lote,2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,12.39,566,466,2,6.195,Conversas por mensagem iniciadas,1,12.39,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-22,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,57.87,5077,3773,37,1.56405405,Conversas por mensagem iniciadas,2,28.935,2026-08-22,2026-08-22,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,29.55,2302,1655,42,0.70357143,Conversas por mensagem iniciadas,4,7.3875,2026-08-21,2026-08-21,
[AGO]_[SN]_Card_Condição - Lote,2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,13.57,611,508,7,1.93857143,Conversas por mensagem iniciadas,3,4.52333333,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,41.77,3355,2348,27,1.54703704,Conversas por mensagem iniciadas,1,41.77,2026-08-21,2026-08-21,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-21,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,7.88,538,400,8,0.985,Conversas por mensagem iniciadas,1,7.88,2026-08-21,2026-08-21,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-21,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,27.34,1058,717,11,2.48545455,Conversas por mensagem iniciadas,2,13.67,2026-08-21,2026-08-21,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-21,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,16.71,458,367,7,2.38714286,Conversas por mensagem iniciadas,2,8.355,2026-08-21,2026-08-21,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-20,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.15,1363,955,12,3.7625,Conversas por mensagem iniciadas,3,15.05,2026-08-20,2026-08-20,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-20,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.38,598,488,11,1.94363636,,,,2026-08-20,2026-08-20,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,9.08,702,531,16,0.5675,,,,2026-08-20,2026-08-20,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,39.77,3239,2098,53,0.75037736,Conversas por mensagem iniciadas,4,9.9425,2026-08-20,2026-08-20,
[AGO]_[SN]_Card_Condição - Lote,2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,21.89,784,661,5,4.378,,,,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-20,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,40.93,3288,2206,23,1.77956522,Conversas por mensagem iniciadas,4,10.2325,2026-08-20,2026-08-20,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.3,3213,2035,44,1.02954545,,,,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.9,4068,2738,30,1.53,Conversas por mensagem iniciadas,4,11.475,2026-08-19,2026-08-19,
[AGO]_[SN]_Card_Condição - Lote,2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,23.5,1003,846,11,2.13636364,Conversas por mensagem iniciadas,3,7.83333333,2026-08-19,2026-08-19,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-19,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,24.93,814,685,15,1.662,Conversas por mensagem iniciadas,2,12.465,2026-08-19,2026-08-19,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-19,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,10.68,853,635,4,2.67,,,,2026-08-19,2026-08-19,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-19,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,46.09,1897,1328,18,2.56055556,Conversas por mensagem iniciadas,2,23.045,2026-08-19,2026-08-19,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-18,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,42.7,1166,861,14,3.05,Conversas por mensagem iniciadas,3,14.23333333,2026-08-18,2026-08-18,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-18,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,23.11,747,675,15,1.54066667,Conversas por mensagem iniciadas,5,4.622,2026-08-18,2026-08-18,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,11.92,819,611,16,0.745,,,,2026-08-18,2026-08-18,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.84,3521,2350,43,1.06604651,Conversas por mensagem iniciadas,1,45.84,2026-08-18,2026-08-18,
[AGO]_[SN]_Card_Condição - Lote,2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,22.1,646,556,5,4.42,Conversas por mensagem iniciadas,1,22.1,2026-08-18,2026-08-18,
[AGO]_[N]_Card_Oferta - Ranger/Territory,2026-08-18,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,45.43,3742,2640,33,1.37666667,Conversas por mensagem iniciadas,4,11.3575,2026-08-18,2026-08-18,
[AGO]_[N]_Vt_Oferta M/T/R,2026-08-17,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,22.77,917,772,24,0.94875,Conversas por mensagem iniciadas,3,7.59,2026-08-17,2026-08-17,
[AGO]_[N]_Vídeo_Condição - Ação Concórdia,2026-08-17,recently_completed,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,39.28,1377,993,20,1.964,Conversas por mensagem iniciadas,2,19.64,2026-08-17,2026-08-17,
[AGO]_[SN]_Carrossel_Oferta - Estoque [TP],2026-08-17,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,10.67,892,697,10,1.067,Conversas por mensagem iniciadas,3,3.55666667,2026-08-17,2026-08-17,
[AGO]_[SN]_Carrossel_Oferta - Estoque,2026-08-17,active,campaign,AUTOPLUS [FORD] CONCÓRDIA,171365955111522,40.96,3795,2641,50,0.8192,Conversas por mensagem iniciadas,4,10.24,2026-08-17,2026-08-17,
