Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios,Resultados (iniciais)
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-07,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,6.61,218,178,2,3.305,Conversas por mensagem iniciadas,1,6.61,2026-08-07,2026-08-07,
[JUN]_[SN]_Carrossel_Oferta,2026-08-07,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,28.66,1981,1247,21,13.647.619,Conversas por mensagem iniciadas,3,955.333.333,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-07,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,55.28,3860,2629,23,240.347.826,Conversas por mensagem iniciadas,3,1.842.666.667,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta Especiais,2026-08-07,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,34.16,3007,2085,21,162.666.667,Conversas por mensagem iniciadas,5,6.832,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta Especiais,2026-08-06,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,40.46,2822,1860,19,212.947.368,Conversas por mensagem iniciadas,2,20.23,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-06,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,56.73,3421,2291,13,436.384.615,,,,2026-08-06,2026-08-06,
[JUN]_[SN]_Carrossel_Oferta,2026-08-06,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,34.69,2632,1623,19,182.578.947,Conversas por mensagem iniciadas,1,34.69,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-06,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,10.09,300,250,2,5.045,Conversas por mensagem iniciadas,1,10.09,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta Especiais,2026-08-05,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,21.74,1139,751,10,2.174,Conversas por mensagem iniciadas,2,10.87,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-05,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,65.54,4269,2759,27,242.740.741,Conversas por mensagem iniciadas,3,2.184.666.667,2026-08-05,2026-08-05,
[JUN]_[SN]_Carrossel_Oferta,2026-08-05,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,46.31,2480,1630,25,1.8524,Conversas por mensagem iniciadas,4,11.5775,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-05,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,14.56,367,305,1,14.56,Conversas por mensagem iniciadas,1,14.56,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-04,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,22.1,679,530,3,736.666.667,Conversas por mensagem iniciadas,1,22.1,2026-08-04,2026-08-04,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-04,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,40.1,3250,2233,17,235.882.353,Conversas por mensagem iniciadas,2,20.05,2026-08-04,2026-08-04,
[JUN]_[SN]_Carrossel_Oferta,2026-08-04,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,34.12,2440,1639,40,853,Conversas por mensagem iniciadas,2,17.06,2026-08-04,2026-08-04,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-03,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,61.3,1931,1422,9,681.111.111,Conversas por mensagem iniciadas,3,2.043.333.333,2026-08-03,2026-08-03,
[JUN]_[SN]_Carrossel_Oferta,2026-08-03,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,20.09,1482,937,13,154.538.462,Conversas por mensagem iniciadas,1,20.09,2026-08-03,2026-08-03,
[JUN]_[SN]_Carrossel_Oferta,2026-08-02,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,19.17,2076,1337,31,6.183.871,Conversas por mensagem iniciadas,2,9.585,2026-08-02,2026-08-02,
[JUN]_[SN]_Carrossel_Oferta,2026-08-01,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,18.05,1687,1024,24,75.208.333,Conversas por mensagem iniciadas,1,18.05,2026-08-01,2026-08-01,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-27,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,28.62,913,754,4,7.155,,,,2026-08-27,2026-08-27,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-27,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,05.02,190,152,,,,,,2026-08-27,2026-08-27,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-26,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,153.3,5994,4384,44,348.409.091,Conversas por mensagem iniciadas,4,38.325,2026-08-26,2026-08-26,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-26,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,33.52,1459,1187,11,304.727.273,Conversas por mensagem iniciadas,5,6.704,2026-08-26,2026-08-26,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-25,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,47.82,2009,1673,11,434.727.273,Conversas por mensagem iniciadas,2,23.91,2026-08-25,2026-08-25,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-25,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,105.24,3064,2188,17,619.058.824,Conversas por mensagem iniciadas,4,26.31,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-25,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,23.04,1317,1026,5,4.608,,,,2026-08-25,2026-08-25,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-25,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,20.95,892,687,2,10.475,,,,2026-08-25,2026-08-25,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-24,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,13.4,409,348,2,6.7,Conversas por mensagem iniciadas,1,13.4,2026-08-24,2026-08-24,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-24,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,24.54,1482,1166,11,223.090.909,Conversas por mensagem iniciadas,1,24.54,2026-08-24,2026-08-24,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-24,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,138.57,4593,3210,33,419.909.091,Conversas por mensagem iniciadas,2,69.285,2026-08-24,2026-08-24,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-23,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,70.85,3002,2007,15,472.333.333,Conversas por mensagem iniciadas,3,2.361.666.667,2026-08-23,2026-08-23,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-23,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,19.14,1404,1001,13,147.230.769,,,,2026-08-23,2026-08-23,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-23,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,12.67,514,430,2,6.335,Conversas por mensagem iniciadas,2,6.335,2026-08-23,2026-08-23,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-22,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,57,1721,1182,5,11.4,Conversas por mensagem iniciadas,1,57,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-22,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,10.08,547,398,5,2.016,Conversas por mensagem iniciadas,1,10.08,2026-08-22,2026-08-22,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-22,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,5.37,342,291,1,5.37,Conversas por mensagem iniciadas,1,5.37,2026-08-22,2026-08-22,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-21,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,77.71,1804,1231,9,863.444.444,Conversas por mensagem iniciadas,5,15.542,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-21,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,16.04,904,621,8,2.005,Conversas por mensagem iniciadas,1,16.04,2026-08-21,2026-08-21,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-21,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,10.18,488,398,3,339.333.333,Conversas por mensagem iniciadas,3,339.333.333,2026-08-21,2026-08-21,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-20,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,8.78,411,353,1,8.78,Conversas por mensagem iniciadas,1,8.78,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-20,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,22.89,988,733,8,286.125,,,,2026-08-20,2026-08-20,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-20,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,79.34,2270,1565,12,661.166.667,Conversas por mensagem iniciadas,3,2.644.666.667,2026-08-20,2026-08-20,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-19,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,108.83,2895,2015,20,5.4415,Conversas por mensagem iniciadas,5,21.766,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-19,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,27.03,1273,909,6,4.505,,,,2026-08-19,2026-08-19,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-19,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,13.79,490,404,5,2.758,Conversas por mensagem iniciadas,2,6.895,2026-08-19,2026-08-19,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-18,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,163.31,3944,2644,20,8.1655,Conversas por mensagem iniciadas,10,16.331,2026-08-18,2026-08-18,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-18,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,33.48,1277,883,8,4.185,Conversas por mensagem iniciadas,2,16.74,2026-08-18,2026-08-18,
[AGO]_[SN]_Carrossel_Oferta,2026-08-18,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,47.42,3226,2455,38,124.789.474,Conversas por mensagem iniciadas,5,9.484,2026-08-18,2026-08-18,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-18,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,17.15,459,389,2,8.575,Conversas por mensagem iniciadas,1,17.15,2026-08-18,2026-08-18,
[AGO]_[SN]_Carrossel_Oferta,2026-08-17,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,36.44,2715,2043,20,1.822,,,,2026-08-17,2026-08-17,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-17,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,10.99,201,165,,,,,,2026-08-17,2026-08-17,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-17,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,15.29,497,359,5,3.058,Conversas por mensagem iniciadas,1,15.29,2026-08-17,2026-08-17,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-17,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,60.42,1894,1251,10,6.042,Conversas por mensagem iniciadas,3,20.14,2026-08-17,2026-08-17,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-16,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,14.96,900,627,7,213.714.286,Conversas por mensagem iniciadas,1,14.96,2026-08-16,2026-08-16,
[AGO]_[SN]_Carrossel_Oferta,2026-08-16,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,28.59,3282,2361,38,75.236.842,,,,2026-08-16,2026-08-16,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-16,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,10.7,301,244,3,356.666.667,Conversas por mensagem iniciadas,2,5.35,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-15,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,21.55,1271,904,8,269.375,Conversas por mensagem iniciadas,2,10.775,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-15,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,48.57,4829,3595,33,147.181.818,Conversas por mensagem iniciadas,2,24.285,2026-08-15,2026-08-15,
[AGO]_[SN]_Carrossel_Oferta,2026-08-15,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,28.38,2925,1991,38,74.684.211,Conversas por mensagem iniciadas,3,9.46,2026-08-15,2026-08-15,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-15,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,5.61,255,218,1,5.61,Conversas por mensagem iniciadas,1,5.61,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-14,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,39.09,3300,2426,22,177.681.818,Conversas por mensagem iniciadas,2,19.545,2026-08-14,2026-08-14,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-14,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,08.04,333,284,2,04.02,Conversas por mensagem iniciadas,1,08.04,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-14,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,17.72,1212,861,10,1.772,Conversas por mensagem iniciadas,4,4.43,2026-08-14,2026-08-14,
[AGO]_[SN]_Carrossel_Oferta,2026-08-14,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,40.47,3895,2564,48,843.125,Conversas por mensagem iniciadas,1,40.47,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-13,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,18.9,960,612,7,2.7,Conversas por mensagem iniciadas,1,18.9,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-13,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,53.82,3824,2756,23,2.34,Conversas por mensagem iniciadas,4,13.455,2026-08-13,2026-08-13,
[AGO]_[SN]_Carrossel_Oferta,2026-08-13,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,42.25,3581,2589,53,79.716.981,Conversas por mensagem iniciadas,2,21.125,2026-08-13,2026-08-13,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-13,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,9.98,447,398,1,9.98,Conversas por mensagem iniciadas,1,9.98,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-12,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,7.57,449,337,2,3.785,Conversas por mensagem iniciadas,1,7.57,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-12,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,67.66,4902,3429,35,193.314.286,Conversas por mensagem iniciadas,4,16.915,2026-08-12,2026-08-12,
[AGO]_[SN]_Carrossel_Oferta,2026-08-12,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,39.49,3038,2262,35,112.828.571,,,,2026-08-12,2026-08-12,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-12,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,14.56,578,479,3,485.333.333,Conversas por mensagem iniciadas,2,7.28,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-11,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,84.45,4879,3664,36,234.583.333,Conversas por mensagem iniciadas,7,1.206.428.571,2026-08-11,2026-08-11,
[AGO]_[SN]_Carrossel_Oferta,2026-08-11,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,67.85,2903,2105,41,165.487.805,Conversas por mensagem iniciadas,3,2.261.666.667,2026-08-11,2026-08-11,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-11,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,18,676,513,3,6,Conversas por mensagem iniciadas,1,18,2026-08-11,2026-08-11,
[AGO]_[SN]_Carrossel_Oferta,2026-08-10,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,29.01,835,630,12,2.4175,Conversas por mensagem iniciadas,4,7.2525,2026-08-10,2026-08-10,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-10,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,08.05,198,154,1,08.05,,,,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-10,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,76.57,2419,1779,13,5.89,Conversas por mensagem iniciadas,3,2.552.333.333,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta Especiais,2026-08-10,completed,campaign,Autoshow Mafra [Chevrolet],321216505838340,46.7,1421,1038,20,2.335,Conversas por mensagem iniciadas,5,9.34,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta Especiais,2026-08-09,completed,campaign,Autoshow Mafra [Chevrolet],321216505838340,32.06,1635,1189,19,168.736.842,Conversas por mensagem iniciadas,1,32.06,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-09,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,47.15,2717,1972,15,314.333.333,Conversas por mensagem iniciadas,2,23.575,2026-08-09,2026-08-09,
[AGO]_[SN]_Carrossel_Oferta,2026-08-09,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,32.07,2639,1732,23,139.434.783,Conversas por mensagem iniciadas,1,32.07,2026-08-09,2026-08-09,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-09,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,12.59,307,252,3,419.666.667,Conversas por mensagem iniciadas,2,6.295,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta Especiais,2026-08-08,completed,campaign,Autoshow Mafra [Chevrolet],321216505838340,34.72,2027,1430,20,1.736,,,,2026-08-08,2026-08-08,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-08,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,56.1,3373,2369,21,267.142.857,Conversas por mensagem iniciadas,1,56.1,2026-08-08,2026-08-08,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-08,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,6.55,301,258,,,Conversas por mensagem iniciadas,1,6.55,2026-08-08,2026-08-08,
[AGO]_[SN]_Carrossel_Oferta,2026-08-08,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,34.8,2663,1742,38,91.578.947,Conversas por mensagem iniciadas,4,8.7,2026-08-08,2026-08-08,
[AGO]_[SN]_Carrossel_Oferta,2026-08-07,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,35.33,2159,1422,31,113.967.742,Conversas por mensagem iniciadas,4,8.8325,2026-08-07,2026-08-07,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-07,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,06.07,331,283,3,202.333.333,Conversas por mensagem iniciadas,1,06.07,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta Especiais,2026-08-07,completed,campaign,Autoshow Mafra [Chevrolet],321216505838340,31,1710,1157,16,1.9375,Conversas por mensagem iniciadas,1,31,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-07,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,53.6,2398,1650,16,3.35,Conversas por mensagem iniciadas,3,1.786.666.667,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta Especiais,2026-08-06,completed,campaign,Autoshow Mafra [Chevrolet],321216505838340,42.03,2526,1666,23,18.273.913,Conversas por mensagem iniciadas,2,21.015,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-06,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,53.41,3187,1958,19,281.105.263,Conversas por mensagem iniciadas,4,133.525,2026-08-06,2026-08-06,
[AGO]_[SN]_Carrossel_Oferta,2026-08-06,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,37.67,2742,1825,31,121.516.129,Conversas por mensagem iniciadas,1,37.67,2026-08-06,2026-08-06,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-06,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,11.35,406,352,4,2.8375,Conversas por mensagem iniciadas,3,378.333.333,2026-08-06,2026-08-06,
[AGO]_[SN]_Carrossel_Oferta,2026-08-05,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,43.88,3513,2240,34,129.058.824,Conversas por mensagem iniciadas,2,21.94,2026-08-05,2026-08-05,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-05,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,15.42,676,591,2,7.71,Conversas por mensagem iniciadas,2,7.71,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-05,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,63.1,3723,2340,21,30.047.619,Conversas por mensagem iniciadas,2,31.55,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta Especiais,2026-08-05,completed,campaign,Autoshow Mafra [Chevrolet],321216505838340,34.36,1903,1196,19,180.842.105,Conversas por mensagem iniciadas,4,8.59,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-04,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,46.87,2919,1806,15,312.466.667,Conversas por mensagem iniciadas,1,46.87,2026-08-04,2026-08-04,
[AGO]_[SN]_Carrossel_Oferta,2026-08-04,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,36.43,2935,2077,36,101.194.444,Conversas por mensagem iniciadas,4,9.1075,2026-08-04,2026-08-04,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-04,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,13.63,728,591,2,6.815,Conversas por mensagem iniciadas,1,13.63,2026-08-04,2026-08-04,
[JUL]_[N/SN]_VídeoCard_AceleraRioMafra,2026-08-03,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,2.12,93,87,,,,,,2026-08-03,2026-08-03,
[AGO]_[SN]_Carrossel_Oferta,2026-08-03,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,38.98,2812,1853,44,88.590.909,Conversas por mensagem iniciadas,4,9.745,2026-08-03,2026-08-03,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-03,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,19.43,1001,751,6,323.833.333,Conversas por mensagem iniciadas,4,4.8575,2026-08-03,2026-08-03,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-02,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,20.61,1091,878,9,2.29,Conversas por mensagem iniciadas,6,3.435,2026-08-02,2026-08-02,
[JUL]_[N/SN]_VídeoCard_AceleraRioMafra,2026-08-02,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,5.53,344,312,2,2.765,Conversas por mensagem iniciadas,2,2.765,2026-08-02,2026-08-02,
[AGO]_[SN]_Carrossel_Oferta,2026-08-02,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,30.56,3730,2594,69,44.289.855,Conversas por mensagem iniciadas,1,30.56,2026-08-02,2026-08-02,
[AGO]_[SN]_Carrossel_Oferta,2026-08-01,not_delivering,campaign,Autoshow Mafra [Chevrolet],321216505838340,25.13,2285,1520,45,55.844.444,Conversas por mensagem iniciadas,2,12.565,2026-08-01,2026-08-01,
[JUL]_[N/SN]_VídeoCard_AceleraRioMafra,2026-08-01,inactive,campaign,Autoshow Mafra [Chevrolet],321216505838340,6.82,343,301,3,227.333.333,Conversas por mensagem iniciadas,2,3.41,2026-08-01,2026-08-01,
[JUL]_[N]_Card_Consórcio Day [Permanente],2026-08-01,active,campaign,Autoshow Mafra [Chevrolet],321216505838340,13.51,683,531,2,6.755,Conversas por mensagem iniciadas,2,6.755,2026-08-01,2026-08-01,
