Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor gasto (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios,Resultados (iniciais)
[JUN]_[SN]_Carrossel_Oferta,2026-08-10,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,39.21,2491,1862,74,52.986.486,Conversas por mensagem iniciadas,3,13.07,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-10,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,81.62,4187,2610,19,429.578.947,Conversas por mensagem iniciadas,3,2.720.666.667,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta Especiais,2026-08-10,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,2.91,77,63,,,Conversas por mensagem iniciadas,1,2.91,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta Especiais,2026-08-09,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,31.57,2429,1641,22,1.435,Conversas por mensagem iniciadas,1,31.57,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-09,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,43.36,3561,2391,16,2.71,Conversas por mensagem iniciadas,1,43.36,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-09,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,11.25,357,281,3,3.75,Conversas por mensagem iniciadas,2,5.625,2026-08-09,2026-08-09,
[JUN]_[SN]_Carrossel_Oferta,2026-08-09,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,40.2,2476,1787,74,54.324.324,Conversas por mensagem iniciadas,7,574.285.714,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta Especiais,2026-08-08,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,45.01,3682,2253,17,264.764.706,Conversas por mensagem iniciadas,5,9.002,2026-08-08,2026-08-08,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-08,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,51.96,3444,2220,20,2.598,Conversas por mensagem iniciadas,2,25.98,2026-08-08,2026-08-08,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-08,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,9.46,526,415,3,315.333.333,Conversas por mensagem iniciadas,1,9.46,2026-08-08,2026-08-08,
[JUN]_[SN]_Carrossel_Oferta,2026-08-08,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,18.29,1298,964,30,60.966.667,Conversas por mensagem iniciadas,2,9.145,2026-08-08,2026-08-08,
[JUN]_[SN]_Carrossel_Oferta,2026-08-07,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,37.95,2973,2012,58,65.431.034,Conversas por mensagem iniciadas,6,6.325,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-07,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,6.86,317,253,,,,,,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-07,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,46.41,2759,1730,13,3.57,Conversas por mensagem iniciadas,2,23.205,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta Especiais,2026-08-07,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,37.08,2689,1742,18,02.06,Conversas por mensagem iniciadas,1,37.08,2026-08-07,2026-08-07,
[AGO]_[N]_Card_Oferta Especiais,2026-08-06,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,34.38,2841,1796,15,2.292,Conversas por mensagem iniciadas,2,17.19,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-06,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,64.68,3679,2272,23,281.217.391,,,,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-06,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,9.83,525,404,2,4.915,,,,2026-08-06,2026-08-06,
[JUN]_[SN]_Carrossel_Oferta,2026-08-06,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,25.72,2254,1584,35,73.485.714,Conversas por mensagem iniciadas,4,6.43,2026-08-06,2026-08-06,
[AGO]_[N]_Card_Oferta Especiais,2026-08-05,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,23.71,1391,929,9,263.444.444,Conversas por mensagem iniciadas,1,23.71,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-05,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,66.89,4747,2694,27,247.740.741,Conversas por mensagem iniciadas,2,33.445,2026-08-05,2026-08-05,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-05,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,13.82,706,534,4,3.455,Conversas por mensagem iniciadas,1,13.82,2026-08-05,2026-08-05,
[JUN]_[SN]_Carrossel_Oferta,2026-08-05,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,38.89,3233,2146,73,53.273.973,Conversas por mensagem iniciadas,4,9.7225,2026-08-05,2026-08-05,
[JUN]_[SN]_Carrossel_Oferta,2026-08-04,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,49.7,3521,2300,84,59.166.667,Conversas por mensagem iniciadas,9,552.222.222,2026-08-04,2026-08-04,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-04,inactive,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,43.43,3600,2171,16,2.714.375,,,,2026-08-04,2026-08-04,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-04,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,17.51,803,631,2,8.755,Conversas por mensagem iniciadas,1,17.51,2026-08-04,2026-08-04,
[JUN]_[SN]_Carrossel_Oferta,2026-08-03,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,53.54,3323,2154,81,66.098.765,Conversas por mensagem iniciadas,13,411.846.154,2026-08-03,2026-08-03,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-03,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,22.25,1219,1026,3,741.666.667,Conversas por mensagem iniciadas,2,11.125,2026-08-03,2026-08-03,
[JUN]_[SN]_Carrossel_Oferta,2026-08-02,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,53.52,3602,2387,101,52.990.099,Conversas por mensagem iniciadas,5,10.704,2026-08-02,2026-08-02,
[JUN]_[SN]_Carrossel_Oferta,2026-08-01,active,campaign,Autoshow Canoinhas [Chevrolet],4400096113365243,21.87,1732,1202,33,66.272.727,Conversas por mensagem iniciadas,3,7.29,2026-08-01,2026-08-01,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-27,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,13.79,969,798,3,459.666.667,,,,2026-08-27,2026-08-27,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-27,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,0.93,141,134,,,,,,2026-08-27,2026-08-27,
[JUN]_[SN]_Carrossel_Oferta,2026-08-27,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,3.88,282,216,4,0.97,,,,2026-08-27,2026-08-27,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-27,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,3.17,125,111,,,,,,2026-08-27,2026-08-27,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-26,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,61.27,4199,2839,27,226.925.926,Conversas por mensagem iniciadas,2,30.635,2026-08-26,2026-08-26,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-26,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,7.59,1177,1058,6,1.265,,,,2026-08-26,2026-08-26,
[JUN]_[SN]_Carrossel_Oferta,2026-08-26,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,32.34,2132,1597,29,111.517.241,Conversas por mensagem iniciadas,5,6.468,2026-08-26,2026-08-26,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-26,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,12.18,560,470,2,06.09,Conversas por mensagem iniciadas,1,12.18,2026-08-26,2026-08-26,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-25,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,24.31,3107,2295,24,101.291.667,Conversas por mensagem iniciadas,1,24.31,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-25,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,16.24,726,580,2,8.12,,,,2026-08-25,2026-08-25,
[JUN]_[SN]_Carrossel_Oferta,2026-08-25,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,45.2,3603,2536,30,150.666.667,Conversas por mensagem iniciadas,2,22.6,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-25,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,23.98,2285,1675,9,266.444.444,,,,2026-08-25,2026-08-25,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-25,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,108.75,4538,3286,32,33.984.375,Conversas por mensagem iniciadas,2,54.375,2026-08-25,2026-08-25,
[AGO]_[N]_Card_Oferta [Prorrogada],2026-08-25,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,18.12,1406,1155,6,03.02,,,,2026-08-25,2026-08-25,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-24,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,142.15,7915,5307,55,258.454.545,Conversas por mensagem iniciadas,2,71.075,2026-08-24,2026-08-24,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-24,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,26.59,2806,2058,10,2.659,,,,2026-08-24,2026-08-24,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-24,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,24.69,3302,2360,13,189.923.077,Conversas por mensagem iniciadas,2,12.345,2026-08-24,2026-08-24,
[JUN]_[SN]_Carrossel_Oferta,2026-08-24,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,44.93,3497,2599,39,115.205.128,Conversas por mensagem iniciadas,2,22.465,2026-08-24,2026-08-24,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-24,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,16.28,725,563,3,542.666.667,,,,2026-08-24,2026-08-24,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-23,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,66.34,3495,2438,30,221.133.333,Conversas por mensagem iniciadas,3,2.211.333.333,2026-08-23,2026-08-23,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-23,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,14.89,2163,1503,17,87.588.235,,,,2026-08-23,2026-08-23,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-23,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,11.53,1964,1436,3,384.333.333,,,,2026-08-23,2026-08-23,
[JUN]_[SN]_Carrossel_Oferta,2026-08-23,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,19.55,1861,1358,18,108.611.111,Conversas por mensagem iniciadas,1,19.55,2026-08-23,2026-08-23,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-23,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,9.86,371,301,3,328.666.667,Conversas por mensagem iniciadas,2,4.93,2026-08-23,2026-08-23,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-22,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,9.53,1235,840,5,1.906,,,,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-22,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,6.52,376,307,2,3.26,,,,2026-08-22,2026-08-22,
[JUN]_[SN]_Carrossel_Oferta,2026-08-22,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,22.66,1881,1339,17,133.294.118,Conversas por mensagem iniciadas,1,22.66,2026-08-22,2026-08-22,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-22,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,12.5,1230,878,7,178.571.429,,,,2026-08-22,2026-08-22,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-22,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,77.16,3392,2367,17,453.882.353,Conversas por mensagem iniciadas,1,77.16,2026-08-22,2026-08-22,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-21,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,48,1886,1326,9,533.333.333,,,,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-21,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,14.35,1059,726,10,1.435,Conversas por mensagem iniciadas,1,14.35,2026-08-21,2026-08-21,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-21,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,11.36,3029,2559,49,23.183.673,Conversas por mensagem iniciadas,1,11.36,2026-08-21,2026-08-21,
[JUN]_[SN]_Carrossel_Oferta,2026-08-21,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,27.07,1947,1335,26,104.115.385,Conversas por mensagem iniciadas,2,13.535,2026-08-21,2026-08-21,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-21,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,7.69,339,268,2,3.845,,,,2026-08-21,2026-08-21,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-20,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,87.31,3493,2441,18,485.055.556,Conversas por mensagem iniciadas,7,1.247.285.714,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-20,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,20.56,1638,1064,8,2.57,,,,2026-08-20,2026-08-20,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-20,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,18.63,5868,4629,75,2.484,Conversas por mensagem iniciadas,1,18.63,2026-08-20,2026-08-20,
[JUN]_[SN]_Carrossel_Oferta,2026-08-20,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,34.34,2108,1376,21,16.352.381,Conversas por mensagem iniciadas,4,8.585,2026-08-20,2026-08-20,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-20,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,11.85,440,371,2,5.925,Conversas por mensagem iniciadas,1,11.85,2026-08-20,2026-08-20,
[JUN]_[SN]_Carrossel_Oferta,2026-08-19,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,33.35,1777,1140,20,1.6675,Conversas por mensagem iniciadas,2,16.675,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-19,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,15.22,568,439,4,3.805,Conversas por mensagem iniciadas,3,507.333.333,2026-08-19,2026-08-19,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-19,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,26.31,1906,1292,9,292.333.333,Conversas por mensagem iniciadas,2,13.155,2026-08-19,2026-08-19,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-19,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,21.7,6704,5226,90,24.111.111,,,,2026-08-19,2026-08-19,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-19,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,99.17,3972,2519,23,431.173.913,Conversas por mensagem iniciadas,5,19.834,2026-08-19,2026-08-19,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-18,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,166.67,5827,3549,30,555.566.667,Conversas por mensagem iniciadas,10,16.667,2026-08-18,2026-08-18,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-18,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,33.61,2490,1677,12,280.083.333,Conversas por mensagem iniciadas,2,16.805,2026-08-18,2026-08-18,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-18,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,17.07,5608,4660,72,23.708.333,Conversas por mensagem iniciadas,1,17.07,2026-08-18,2026-08-18,
[JUN]_[SN]_Carrossel_Oferta,2026-08-18,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,46.75,2157,1416,33,141.666.667,Conversas por mensagem iniciadas,4,11.6875,2026-08-18,2026-08-18,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-18,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,18.65,630,455,6,310.833.333,,,,2026-08-18,2026-08-18,
[AGO]_[N]_Vídeo/Card_VENDE TUDO,2026-08-17,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,69.08,4528,2882,27,255.851.852,Conversas por mensagem iniciadas,2,34.54,2026-08-17,2026-08-17,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-17,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,18.29,2062,1335,13,140.692.308,Conversas por mensagem iniciadas,2,9.145,2026-08-17,2026-08-17,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-17,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,18.84,5590,4535,93,20.258.065,Conversas por mensagem iniciadas,1,18.84,2026-08-17,2026-08-17,
[JUN]_[SN]_Carrossel_Oferta,2026-08-17,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,26.69,1682,1068,11,242.636.364,,,,2026-08-17,2026-08-17,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-17,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,8.56,315,258,1,8.56,,,,2026-08-17,2026-08-17,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-16,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,26.93,8705,6602,117,23.017.094,,,,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-16,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,14.28,1572,1079,5,2.856,,,,2026-08-16,2026-08-16,
[JUN]_[SN]_Carrossel_Oferta,2026-08-16,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,18.67,1839,1143,17,109.823.529,,,,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-16,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,8.45,437,341,2,4.225,Conversas por mensagem iniciadas,1,8.45,2026-08-16,2026-08-16,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-15,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,20.97,2217,1444,8,262.125,Conversas por mensagem iniciadas,1,20.97,2026-08-15,2026-08-15,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-15,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,20.91,7120,5478,87,24.034.483,Conversas por mensagem iniciadas,4,5.2275,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-15,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,65.59,9015,5645,63,104.111.111,Conversas por mensagem iniciadas,4,163.975,2026-08-15,2026-08-15,
[JUN]_[SN]_Carrossel_Oferta,2026-08-15,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,25.53,2019,1231,11,232.090.909,Conversas por mensagem iniciadas,3,8.51,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-15,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,7.85,492,385,2,3.925,Conversas por mensagem iniciadas,1,7.85,2026-08-15,2026-08-15,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-14,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,19.03,1742,1140,8,237.875,Conversas por mensagem iniciadas,1,19.03,2026-08-14,2026-08-14,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-14,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,22.45,7353,5399,91,2.467.033,,,,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-14,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,49.85,5568,3648,40,124.625,Conversas por mensagem iniciadas,3,1.661.666.667,2026-08-14,2026-08-14,
[JUN]_[SN]_Carrossel_Oferta,2026-08-14,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,26.6,1724,1048,18,147.777.778,Conversas por mensagem iniciadas,3,886.666.667,2026-08-14,2026-08-14,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-14,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,8.39,489,365,1,8.39,,,,2026-08-14,2026-08-14,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-13,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,17.21,6931,4969,69,24.942.029,Conversas por mensagem iniciadas,1,17.21,2026-08-13,2026-08-13,
[JUN]_[SN]_Carrossel_Oferta,2026-08-13,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,26.33,1646,992,13,202.538.462,Conversas por mensagem iniciadas,2,13.165,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-13,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,9.69,535,402,1,9.69,,,,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-13,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,19.5,1611,995,15,1.3,Conversas por mensagem iniciadas,3,6.5,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-13,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,48.84,5111,3207,26,187.846.154,Conversas por mensagem iniciadas,1,48.84,2026-08-13,2026-08-13,
[AGO]_[N]_Card_Oferta [Retomar],2026-08-12,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,5.96,475,348,7,85.142.857,,,,2026-08-12,2026-08-12,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-12,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,15.05,6290,5429,89,16.910.112,Conversas por mensagem iniciadas,3,501.666.667,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-12,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,60.63,6599,4746,40,151.575,Conversas por mensagem iniciadas,1,60.63,2026-08-12,2026-08-12,
[JUN]_[SN]_Carrossel_Oferta,2026-08-12,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,30.35,1984,1330,22,137.954.545,Conversas por mensagem iniciadas,1,30.35,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-12,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,12.66,500,401,5,2.532,Conversas por mensagem iniciadas,3,4.22,2026-08-12,2026-08-12,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-11,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,17.99,493,396,3,599.666.667,Conversas por mensagem iniciadas,2,8.995,2026-08-11,2026-08-11,
[AGO]_[PV]_Card_Condição - Pneu Michelin,2026-08-11,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,14.44,6004,5157,85,16.988.235,Conversas por mensagem iniciadas,1,14.44,2026-08-11,2026-08-11,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-11,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,82.01,6507,4626,38,215.815.789,Conversas por mensagem iniciadas,3,2.733.666.667,2026-08-11,2026-08-11,
[JUN]_[SN]_Carrossel_Oferta,2026-08-11,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,44.86,2015,1254,27,166.148.148,Conversas por mensagem iniciadas,3,1.495.333.333,2026-08-11,2026-08-11,
[JUN]_[SN]_Carrossel_Oferta,2026-08-10,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,29.25,944,656,8,365.625,,,,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-10,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,8.58,183,154,,,,,,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-10,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,50.99,2330,1648,15,339.933.333,Conversas por mensagem iniciadas,1,50.99,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta Especiais,2026-08-10,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,42.57,1798,1347,8,532.125,Conversas por mensagem iniciadas,2,21.285,2026-08-10,2026-08-10,
[AGO]_[N]_Card_Oferta Especiais,2026-08-09,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,36.35,3036,2301,18,201.944.444,Conversas por mensagem iniciadas,2,18.175,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-09,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,59.28,4118,2905,23,25.773.913,Conversas por mensagem iniciadas,2,29.64,2026-08-09,2026-08-09,
[JUN]_[SN]_Carrossel_Oferta,2026-08-09,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,26.35,1699,1138,17,1.55,Conversas por mensagem iniciadas,4,6.5875,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-09,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,11.81,289,221,5,2.362,Conversas por mensagem iniciadas,2,5.905,2026-08-09,2026-08-09,
[AGO]_[N]_Card_Oferta Especiais,2026-08-08,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,42.83,3100,2051,20,2.1415,Conversas por mensagem iniciadas,1,42.83,2026-08-08,2026-08-08,
[AGO]_[N]_Card_Oferta - Melhor negócio,2026-08-08,inactive,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,55.45,4244,2906,22,252.045.455,Conversas por mensagem iniciadas,3,1.848.333.333,2026-08-08,2026-08-08,
[JUN]_[SN]_Carrossel_Oferta,2026-08-08,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,31.66,2122,1374,26,121.769.231,Conversas por mensagem iniciadas,3,1.055.333.333,2026-08-08,2026-08-08,
[AGO]_[N]_Card_Consórcio Day [Permanente],2026-08-08,active,campaign,Autoshow Joaçaba [Chevrolet],686916755253210,7.54,272,219,,,,,,2026-08-08,2026-08-08,
